"","ctr_1","ctr_2","ctr_3","ctr_4","ctr_7","mg_1","mg_2","mg_3","mg_4","mg_7"
"O75083",9.04077135111128,9.02297528101844,9.05976259478543,8.8483011065947,8.65701301820457,8.93646146990823,9.01123973665523,8.97411396191325,9.04353556581342,8.67847693519082
"O75131",7.73993092393133,7.62921367695247,7.31895568859832,7.40456476691891,7.33281099693086,7.72662738980509,7.6448000242189,7.499514520839,7.43485826707984,6.988729863365
"O75340",7.46144875169095,7.34938698611108,7.53680437932499,7.22988129782688,7.29483270898823,7.30180764248577,7.34232659344391,7.37572284351843,7.40439397204577,7.4073216625078
"O75347",8.09025441238281,8.11787229849958,8.18262490817412,8.36032921798382,7.93715457765301,8.0924674379255,8.07349366196266,8.29522839047648,8.00329419653093,7.7951359046664
"O75348",7.23520624381092,7.15798277993447,7.10714579070946,7.12106796808641,7.137977304004,7.36382833579333,6.86251140696335,7.13546815336237,7.34819458986844,6.95221790089838
"O75351",7.23112219229705,7.28130603105707,7.05818924600148,7.0073405682239,7.10621390643907,7.14868136889734,7.21004562752447,7.12086359452831,7.07207268311896,7.16541266718008
"O75367",7.4497844164962,7.81602641333192,7.61034652439136,7.41806456245514,7.26437563518768,7.72484300850596,7.72237603767936,7.61318031650546,7.49957020011461,7.35286811739058
"O75368",7.52570263228635,7.33864259877724,7.5994265476546,7.53472401295921,7.66509654932177,7.38708070629717,7.55879857649477,7.65632952669232,7.62631026422704,7.64331015581856
"O75369",9.33416775613993,9.27111924935486,9.21080957975132,9.07800251641117,9.10674720317647,9.27626138182032,9.26243002833672,9.18314832293751,9.10918463617067,9.01482872630816
"O75390",7.8052952350054,7.51137442162455,7.79626199455562,7.82164810647061,7.70986994840381,7.79381358358551,7.50082140459326,7.481044515429,7.89339990801294,7.7661528341792
"O75396",7.30714636213206,7.67394459238414,7.14573740921153,7.05083439152775,7.10232151061335,7.08174433170302,6.85059124265381,7.06037004892148,7.12168674332243,7.12768385523889
"O75436",7.10628439671061,6.94618653338913,7.09428495891996,6.9291963946222,7.02050610680208,7.37231366965542,7.05740575965661,6.78972959014767,7.05839766966365,7.28906901157511
"O75489",7.08927195304515,7.19295962192043,7.15569538655083,7.06915920561852,7.1802347946075,7.0868117584623,7.19672502961654,7.13233362997489,7.2952184280337,7.14962975466728
"O75506",7.2401884466373,7.41304676657916,7.64709411348117,7.28935650996037,7.20981836397104,7.26515219603297,7.29610593329067,7.39696185777939,7.52765125308263,7.36089150100223
"O75521",8.06169948024739,8.16190090834278,8.02827138728579,7.62345178039827,7.22595835115184,7.8768636329259,7.94424392154082,7.83525548577687,7.80827169309437,7.38845302695761
"O75531",7.7455162297604,7.88065359931219,7.9405432429963,7.55644910289422,7.53788090446194,7.51277539230807,7.3631597980688,7.93022679776594,7.91696319859197,7.69785780933293
"O75533",7.93402757553177,8.056878909589,7.89638961467291,7.05721794105799,6.50375830437359,7.94728851106225,7.97153171350324,7.3674493361586,7.40395867958604,6.38853853130627
"O75534",7.80837909744036,7.71670407720572,7.72451414933795,7.69487126551063,6.73468559969963,7.6062375714753,7.6908015634993,7.67109968318253,7.47790184436657,7.31922750920821
"O75643",7.76924675154419,7.86166144375883,7.63436784176355,7.58552702400199,7.20925817927317,7.78225301335515,7.68902178188957,7.53636052532285,7.56367007008669,7.44515748681353
"O75694",7.20111350984337,7.6642090259349,7.08399584325053,6.71700004108458,6.79837436080876,7.07589520117221,7.13970442700447,7.08574888345262,7.20923281139531,7.10052122777012
"O75718",7.55020198075645,7.50999288858609,7.48424239309474,7.33188855577081,7.17893324574618,7.47767368207871,7.51348777426972,7.3260267764608,7.35904860034406,7.26739321593911
"O75821",7.42897423090539,7.4429545411291,7.48471580885188,7.36475543280774,7.11804738797024,7.65965929130611,7.4583233862333,7.17954628987276,7.29630188815449,7.01859122756549
"O75822",7.19903136662024,7.43068202852399,7.2438711747759,7.19717924007341,6.99899628529888,7.22953227490976,7.24458934764903,7.25374107217133,7.18658213273289,6.94398236911682
"O75874",7.63766664805039,7.78118106395999,7.706303357281,7.53761494475335,7.8549922045512,7.71500434963369,7.13255969281278,7.58704497163701,7.73140612613391,8.02914663104599
"O75886",7.09766659991763,7.06923001887379,7.12049413566316,6.91870032676655,7.0019373023582,6.94416960218969,7.14799097043717,7.1921608833903,7.09500116497942,6.97058396295323
"O75955",6.97150288427847,6.97774273801531,6.78070330546018,6.79896782435934,6.98502251149655,7.00573884426657,6.96560190965021,6.88258296061306,6.81760901930515,6.43895728605702
"O76003",7.73342193294231,7.64793305342183,7.78028121279973,7.29490765323509,7.23267257190667,7.62928009947951,7.64857758580905,7.65580525288278,7.62607946225449,7.58704497163701
"O76021",7.5218553931092,7.73243863705665,7.62454091903728,7.58491011752577,7.09997081269965,7.56397286179586,7.72927279116533,7.57420490096477,7.59623824924293,7.24981190693462
"O76094",7.22863424022661,7.19899891671714,7.25216344881161,7.40375185008679,7.37956165888213,7.33256940117454,7.45628299198565,7.36340098411281,7.208313371538,7.45846800163096
"O94760",7.08786888144287,7.32707950297304,7.51450359656215,7.39291401969587,7.01216288736349,7.20591109020417,7.21880515655612,7.30732307997592,7.41049214147727,7.18527944108955
"O94776",7.08125540700936,7.02793510072674,7.03435121576214,7.01921578493287,6.97398331538172,7.21165161405135,7.07964461643921,6.97057155228101,6.89647787685497,6.91478629738648
"O94808",8.06146362930692,7.82847803961572,7.46981434931189,7.10261985911688,6.72449457853618,7.87379017381899,7.48437015791384,7.06246356299806,7.07041342128233,6.33902862702767
"O94855",7.79636942535545,7.6180995868697,7.55176198612145,7.43447632399466,7.32170698264955,7.68900947951077,7.67205955897621,7.54518925056576,7.62662115095847,7.32951761748077
"O94888",6.97500542391774,6.67804346572384,6.90725141541361,7.01999975586329,7.24563638039522,6.89534753800183,7.04177684672044,6.98951409971692,6.92850976889522,7.57833916296261
"O94925",8.17840285859763,8.12058806442016,8.22495587270159,8.04052193514802,7.55597603638939,8.01510650413736,8.04590777983933,8.14416465591922,8.22705626728153,7.67039648500106
"O94979",8.24940663064277,8.0338440427528,7.96761067535346,7.83700591647671,7.78377982222659,8.19552193628097,8.04623499800881,7.79647880803141,7.92208645576247,7.89383133388428
"O95182",6.97679110988441,6.80531842867206,7.01275198957609,6.72418840805617,6.81098363004776,7.23640044510308,6.91537628308804,6.88746374514415,6.38118762839098,6.69006155365791
"O95336",7.37225864672127,7.27237107808058,7.26403555668124,7.19745677680947,7.59924411801893,7.54226808673622,7.27019733191069,7.17873241183413,7.41364862956865,7.64449794059536
"O95340",8.56347638471887,8.28091231117104,8.36791994367908,8.0230375721981,7.96574569923134,8.51963970285379,8.36472189920676,8.06319517936059,8.05655087335803,7.92253677101171
"O95373",8.3806278275573,8.30770014911448,8.21034853315571,8.10808378902679,7.28862406691839,8.3201351499114,8.25730134246764,8.26837199528638,8.20900629188646,7.79049571402649
"O95394",7.77720239326448,7.77223308684757,7.56670290669929,7.57633711197399,7.74330259326774,7.49969488542964,7.33459581452594,7.35933457257224,7.48891951560023,7.39071586455639
"O95433",8.12556825328368,8.05377590021842,7.95805938020922,7.9432960688809,7.69266266694127,8.01179553341048,7.93821769519533,8.01249313661364,7.90206552777227,7.77006388542306
"O95747",6.91031435583439,6.92310077181587,6.8932090072409,6.83200626026845,7.18173139220773,6.87397960759192,6.99445695694887,7.03702773406706,6.91771486875631,7.08657273011088
"O95777",7.26108923896784,7.40609011895578,7.43112810366965,7.35031452876152,7.06192708012797,7.24651812405595,7.47507101917896,7.52019060110822,7.54668581823744,7.1250109529415
"O95782",7.47306864962961,7.65148042070495,7.43513886215515,7.3464602067548,7.58540659456546,7.54132012720661,7.58961460722886,7.46968577994749,7.38996735354942,7.7779261691755
"O95793",7.48088851519004,7.81721474717004,7.69290949752902,7.34813637500932,7.16220464917268,7.34562657585653,7.30271861428192,7.46092062333395,7.38152933657904,6.79522236385288
"O95816",7.44767237098228,7.28736384407067,7.62936650518812,7.65607796504694,7.31951875687502,7.4137230360645,7.51150074737641,7.79222950047785,7.58662742677912,7.43942540551328
"O95817",7.46368497211324,7.45145488498169,7.54215856400846,7.30229231705262,7.15510602048396,7.56540159123613,6.87033545038739,7.33908125382499,7.44603758898948,6.92824169072422
"O95819",6.81705658462218,6.82930213103891,6.8103219737974,6.69125892598609,7.72363417522015,6.83600881540165,7.00219235974747,6.66441095058214,6.70448071600826,6.72897912021234
"O95861",7.13920048909805,6.86778361026521,7.07289782521912,6.93635000348614,7.04187925499647,7.21625692370313,7.06997863063547,6.93166786083363,7.09050450518017,6.95113941537719
"O95881",7.70988263272721,7.70804870775384,7.7140133680496,7.73976254845895,7.00860383056378,7.43939806411336,7.54399684619521,7.58782110486176,7.54361332371101,7.158458532311
"O96019",7.33326740018856,7.38138792403773,7.42495518174285,7.29545082357746,7.1628236840532,7.31209185299437,7.09572638742175,7.15008238678115,7.23000934777791,7.25946072737623
"P00338",8.87507611654791,8.85963236089549,9.02310474689201,9.00312620222022,8.48243348027368,8.98178727449626,8.90208305773005,8.96902109183687,8.98376176947002,8.63083570857221
"P00352",7.51182306529856,7.3707743740009,7.60198173374382,7.53041522536803,7.42800721125465,7.38423093933469,7.44256126299456,7.66518643996944,7.76730183013628,7.3924097107166
"P00367",8.17862423051546,8.10429122858213,8.04895982096269,7.53774119766596,6.82837794350225,7.82675156639873,7.74816465486378,7.82297780124171,7.85655874341464,7.0385280018038
"P00390",7.61872588681863,7.37913032857797,7.54053982154103,7.77185328596007,7.37113242604516,7.53705685884549,7.52988948761734,7.70455328615864,7.55639998417888,7.45453051757288
"P00441",7.97247029562494,7.96400245922581,8.17246392704285,8.10688641921398,7.73655326220056,7.88956883511355,7.91603819213448,8.04768205374318,8.16694998909869,7.66933145233695
"P00491",8.06183419544741,8.13248563478429,8.21318088503388,7.95696750304029,7.48167166538276,7.9162238387917,7.86238529953949,7.94812407599449,8.21758648406504,7.90479095488332
"P00492",7.92112902136762,7.7687375054981,8.06074464946927,7.84815956987415,6.90631279067136,7.69603920683119,6.68155248429639,7.7958283238558,8.05666247818502,6.92905562473909
"P00505",7.87215751886191,7.7725140723288,7.90269425130998,8.05483649360084,7.97145748225857,7.96067724518135,7.82160632266708,7.82970836689037,7.99885452463174,7.47760972166008
"P00558",8.96895600369067,8.89314388369471,8.98510682597654,8.76752846284459,8.48535340757639,8.78389044752065,8.78134771371644,8.92798983332277,8.8653874015819,8.66410815087927
"P00568",6.75929288778463,7.10085780386982,7.42213803681065,7.52134486162741,7.36939894710875,7.28894980345442,7.27618296880477,7.32192121718579,7.59993205729656,7.58646060258222
"P00761",8.76118674095824,8.64159022579089,8.71831455788419,8.25730170218598,7.48296781153292,8.48353791404836,8.41595838626669,8.2495612775927,8.40463196566707,7.68331393372304
"P02452",8.19395662515509,8.16115350406756,8.51411841746406,8.5448462617463,8.04790388359421,8.1228897780666,7.52948325336851,8.37588833052631,8.66825360204976,7.76441283122999
"P02545",9.43766651410683,9.38145308621516,9.41491332141905,9.14562352253902,8.9752453356811,9.40506253573553,9.33532950725666,9.21497923256135,9.08502945309366,8.95277270962434
"P02751",8.05779895511618,8.25067896324341,8.55975287712386,8.54385203993466,8.29440540799613,8.17362396917534,7.92137913834778,8.35434041857672,8.57017541093408,8.66369833947334
"P02786",7.87463843102769,7.99953255719353,7.46526275940424,7.54350931313344,7.46561425601574,7.58214074259621,7.57791571414576,7.59407620276664,7.5044338122155,7.4332956307552
"P04075",9.33653359374531,9.33281603754919,9.30106205168842,9.00262363388959,8.95234339523443,9.27744425371727,9.16998736437465,9.13891034375157,9.04254045762965,8.86814174536047
"P04080",8.08028912984567,7.92846719259436,8.15862371492289,8.22509003197314,7.96722913151885,7.92448265765979,7.85282527975101,8.0653275168933,8.042714990977,7.88036789026002
"P04083",9.54915588657297,9.45549337032189,9.50834996920661,9.39759579330363,9.16511203717006,9.57711970361578,9.51729116983331,9.45696906996767,9.33554057651264,8.99552656469597
