Regulator,Target,distance_score,Difference
ACAA2,S100A4,0.6712578782829545,0.3469721486341683
ACAA2,COPA,0.5766070812430257,0.3409549896858049
ACAA2,RAB1B,0.7100438710802122,0.5317998180864207
PXN,ACAA2,0.7006859344812604,0.4137500967148477
PXN,YWHAG,0.5229650913629023,0.3265601776678707
PXN,NUFIP2,0.6034638618325558,0.3701568038169787
COPA,CMPK1,0.6039437221719649,0.3525336580686763
COPA,MDH2,0.6773652159145895,0.5008214131282862
COPA,ACAA2,0.5805248005458865,0.340028684909261
COPA,TRIM28,0.2638124625696026,0.4089785069771515
COPA,LTBP2,0.653256936754673,0.3378029622582849
COPA,AP2M1,0.6476737595800566,0.4871121460564686
MARS1,APOA2,0.6357633921482608,0.4215040484795924
YWHAG,COL3A1,0.5398783003466949,0.4022445514002481
YWHAG,MDH2,0.6850999418592334,0.4380585760732252
YWHAG,PXN,0.5303424765386279,0.4130175345889632
YWHAG,RPL8,0.5408313860916155,0.4385570848877713
YWHAG,TMSB10,0.5774840176165064,0.6095613456085685
YWHAG,OGDH,0.6672411482933573,0.376376511805811
YWHAG,NUCB1,0.6276553619804504,0.3174337331715282
TMSB4X,NUCB1,0.6487665250845358,0.4750225092038448
TMSB4X,CIRBP,0.4873988396858475,0.4339081162415715
TMSB4X,LTBP2,0.5732782993788222,0.3529369912246001
RPS26,AK1,0.5951617013094821,0.4232248307762227
RPS26,NEDD8,0.5621122872885621,0.5335492872538052
RPL8,YWHAG,0.5230090121605016,0.4062856450973566
RPL8,CIRBP,0.6117988385527701,0.3796673879077246
SKP1,MAP4,0.5143819931583841,0.5042840728906395
SKP1,DLST,0.6046214401960719,0.3401268777849159
SKP1,ACAA2,0.6499664886293803,0.4315888069106519
SKP1,OGDH,0.6647055937186563,0.4509516257340824
TMSB10,APOA2,0.5488161481033198,0.6530817424675234
TMSB10,SOD2,0.6456858901957014,0.3779582507029356
TMSB10,CTSD,0.6276203035860923,0.4321386079695116
TMSB10,YWHAG,0.5681412668000347,0.4691581504144718
TMSB10,TMSB4X,0.3917150614227058,0.334835326537096
TAGLN,COL3A1,0.4197789011034539,0.3878193793726019
TAGLN,OGDH,0.5368207231714404,0.3988822109089831
TAGLN,SYNPO2,0.5562246362426094,0.3231791026872273
OGDH,ARPC1B,0.649022551903062,0.3292529845751774
OGDH,S100A4,0.581185122655397,0.3868983662567434
OGDH,YWHAG,0.6533239601938186,0.3301648594565153
OGDH,SKP1,0.6709236333021553,0.5787851466656575
OGDH,TAGLN,0.5249510057267148,0.3689362284957624
OGDH,SYNPO2,0.6121302817213121,0.3413192545978268
NUCB1,SOD2,0.4433521116458097,0.4328586329987681
NUCB1,CTSD,0.5983768944512564,0.3672630773262596
NUCB1,TMSB4X,0.6529238016456842,0.5192287868144039
NUCB1,OGDH,0.3908992774861136,0.430876934811998
CKAP4,MYL1,0.5763552997273617,0.4865934265286206
CKAP4,CTSD,0.5272685447320967,0.4071266600421874
CKAP4,XRCC5,0.6212971796527118,0.3593397350012344
CKAP4,RPS26,0.6588945659506538,0.3617232043233008
CKAP4,LRP1,0.5889700625817231,0.3998293795659094
LRP1,AK1,0.501488900382584,0.4185772176982404
LRP1,CTSD,0.3727460583511605,0.4391483615988243
LRP1,ATP5PF,0.5364643982347823,0.3368781811016441
LRP1,CMPK1,0.7142075556386999,0.3213473452893067
LRP1,DLST,0.4680144384971086,0.3400004170469988
LRP1,RPL8,0.5747966369207879,0.3350828545088
LRP1,OGDH,0.5052861270203212,0.3627683620106954
LRP1,NUCB1,0.4789529484203927,0.5086812333899079
LRP1,CKAP4,0.5889106986652,0.6427937447279775
LRP1,AP2M1,0.5680054816308836,0.4501930266272518
TRIM28,GLS,0.2940392119087175,0.559448855105543
TRIM28,AK1,0.6130264312410421,0.3434827598095775
TRIM28,SOD2,0.6011924482272406,0.3864381197411115
TRIM28,XRCC6,0.2313911381290075,0.3733860227901919
TRIM28,XRCC5,0.265063122672123,0.3433316327152357
TRIM28,SFPQ,0.2643624322494035,0.3204522522712427
TRIM28,CMPK1,0.4103182269443404,0.3970670701143045
TRIM28,COPA,0.2701488187670816,0.562487799302575
TRIM28,RPS26,0.4100330196976483,0.3562023568172994
TRIM28,CIRBP,0.5622784625379671,0.4391516354314279
TRIM28,NONO,0.2694445116640167,0.4059428265558822
TRIM28,AP2M1,0.4326983604048553,0.4299497161762483
TRIM28,RAB1B,0.4355204833288452,0.3268996687704177
CIRBP,APOA2,0.6466081211130191,0.3824142546755799
CIRBP,TPM3,0.6577313181797699,0.3325602566144802
CIRBP,CTSD,0.4847874584961998,0.3202926902747559
CIRBP,TMSB4X,0.4988150777032029,0.429255241253073
CIRBP,NEDD8,0.4912891764506428,0.503426099922718
CIRBP,AP2M1,0.6653541829306829,0.4834570669632231
CAPRIN1,MAP4,0.3829450684429339,0.4107210539243104
CAPRIN1,SKP1,0.4069560339419094,0.4872033019243679
LTBP2,ARPC1B,0.6169372260524542,0.3212065550800596
LTBP2,APOA2,0.3544136155637842,0.4606950365675477
LTBP2,COPA,0.6602454981091165,0.3439145579414125
LTBP2,TMSB4X,0.574076785396624,0.3789170790497195
LTBP2,NUFIP2,0.4652193100531806,0.6656988897120143
NONO,AK1,0.5553913020284841,0.3774665647974279
NONO,XRCC6,0.2755130572409411,0.397659114718134
NONO,UCHL3,0.6077834428976386,0.3292809114666538
NONO,MDH2,0.5985002593931699,0.4307539278734819
NONO,NUFIP2,0.6348019902467775,0.3297985994871495
NONO,LMO7,0.4496446670553198,0.3339105351203882
NONO,AP2M1,0.5918820754295421,0.6213889682073319
NONO,SEPTIN9,0.4807894411362061,0.3233732414852502
NEDD8,APOA2,0.623158935257148,0.4467199580372233
NEDD8,ATP5PF,0.5835351342963766,0.5757571923196282
NEDD8,DLST,0.4901716535105869,0.5165138283654047
NEDD8,RPS26,0.5591566684646696,0.4545777974973103
NEDD8,TMSB10,0.6371538847748257,0.3786830045832174
NEDD8,LRP1,0.4268389674272518,0.5888746346517182
NEDD8,PDLIM5,0.5924458319801285,0.3190359787145987
NUFIP2,APOA2,0.5741371475016811,0.5736487056357504
NUFIP2,CTSD,0.6841131804830259,0.3247002733279512
NUFIP2,XRCC5,0.6692813540009046,0.4093796906753459
NUFIP2,MDH2,0.7237584858424729,0.4750473919366303
NUFIP2,COPA,0.5668184191049859,0.4343054872959432
NUFIP2,TMSB10,0.4798312746485436,0.319373238969252
NUFIP2,CIRBP,0.6321820040292688,0.4014549875067753
NUFIP2,LTBP2,0.4718851551601041,0.8121842690816037
NUFIP2,NONO,0.6497609492087388,0.3672001950767186
AP2M1,XRCC6,0.50700655380954,0.4171745189912662
AP2M1,XRCC5,0.5974496009765617,0.4045803092432108
AP2M1,SFPQ,0.6123681476986234,0.3199689324063136
AP2M1,S100A4,0.600076349304383,0.3686784554114032
AP2M1,COPA,0.6535987630864318,0.4452480064906384
AP2M1,TRIM28,0.4346377162389168,0.3264925060664044
AP2M1,CIRBP,0.6635046618912972,0.394001465196683
AP2M1,NONO,0.6049627508449383,0.5700286996555677
AP2M1,NEDD8,0.6774201215041271,0.3813242969924887
AP2M1,RAB1B,0.6496379858242222,0.3804033132828684
AP2M1,SEPTIN9,0.633719687481818,0.335372833089746
PDLIM5,SKP1,0.613770490200048,0.4671552933320158
PDLIM5,TMSB10,0.5332890095039873,0.3415361990583085
PDLIM5,NUFIP2,0.6004823736937845,0.4484200026514765
PDLIM5,SYNPO2,0.6143648094526657,0.5190094239397705
RAB1B,APOA2,0.4645888066164173,0.3774473284514996
RAB1B,MYL1,0.5680614163532134,0.7858359647293734
RAB1B,ACAA2,0.692573624126511,0.4583046675809612
SEPTIN9,AP2M1,0.634762723840574,0.3257289401655149
SYNPO2,AK1,0.5506368004906197,0.5683349065837368
SYNPO2,SOD2,0.6188325927865974,0.3705592567466818
SYNPO2,RPS26,0.4370101986145021,0.3215688460269466
SYNPO2,NUFIP2,0.583831939680804,0.4772728523583975
SYNPO2,PDLIM5,0.611576772954209,0.4418400518582003
