Protein,ctr_1,ctr_2,ctr_3,ctr_4,ctr_7,ctr_8,ctr_9,ctr_10,ctr_11,ctr_14,ctr_21,mg_1,mg_2,mg_3,mg_4,mg_7,mg_8,mg_9,mg_10,mg_11,mg_14,mg_21
Q7KZF4,8.773741271,8.760814873,8.612237704,8.475607778,8.514080553,8.203742495,8.10252187,8.422529302,8.433889416,7.899040321,8.23842042,8.793658912,8.625667688,8.62326969,8.451848428,8.496572302,8.141210755,8.52275656,8.612291368,8.606266712,8.508756532,8.064437614
Q7L1Q6,7.764087935,7.998416934,7.798689393,7.530030909,7.167256605,7.150774822,6.94348378,7.899010385,7.032161378,7.468429183,7.036798513,7.721988202,7.799251719,7.806299026,7.788257799,7.275199392,6.812381542,6.910459773,7.081911697,7.543662742,7.11665565,6.949739402
Q7L2H7,8.020279856,7.577179913,7.656657404,7.492058854,7.573956455,7.556742934,7.21893861,7.861509277,7.287660114,7.215648862,7.422111357,7.578052779,7.410963813,7.690245549,7.759256276,7.579629991,7.316554912,6.937943642,7.003769412,7.05326603,7.025968518,7.502353999
Q7L5N1,7.072186377,7.393140732,7.244830733,7.221255271,7.20052258,7.339413858,7.55653849,7.406368586,7.089335748,7.017631255,7.32474041,7.309201677,7.216547798,7.401373735,7.447347082,7.620234448,6.613749976,7.189469069,6.923807825,7.579664527,7.475615129,7.577389816
Q7Z417,6.55438874,6.508820113,6.76430397,7.040642573,6.830614685,7.054869885,6.747395009,6.824947759,6.981982232,6.804131229,7.290345346,7.273100712,7.953926508,7.406311705,7.734383848,7.32634979,6.882925609,6.908942834,6.780784674,7.319632826,6.946226062,6.723717835
Q7Z4V5,7.311271041,7.259269548,7.422113621,7.145043922,7.308987768,7.384580617,7.28916315,7.195127825,7.422398115,7.161003552,7.412631768,7.401251951,7.206989067,7.12697736,6.798980761,6.775355789,6.961503536,7.145110633,7.028308218,7.1784223,7.479003663,6.945200732
Q7Z739,7.258125104,6.92272793,6.799527104,7.186642475,7.113132906,7.365870091,7.080386121,7.442600829,7.195462412,7.334425886,7.128924505,7.263457658,7.043193067,6.995080561,7.03354406,6.932085553,6.891994277,7.052221263,7.417120898,7.00844711,7.493139573,7.44098691
Q86UP2,7.937212289,7.986415856,7.561844139,7.474450269,7.352962719,7.68019687,6.836870251,7.580662318,7.246398513,7.257277613,7.019986189,7.85323373,7.773784067,7.817409079,7.549558861,6.960190919,7.399090688,7.023349566,7.393752427,7.948681678,7.48909515,7.434625621
Q86V81,8.012499674,8.177580066,8.228608632,7.963378251,7.740649266,7.674132396,7.506526468,7.42313114,7.523752051,6.805508522,7.582062706,8.136964328,8.141321361,7.980636444,8.043559135,7.767144541,7.300480816,7.761879717,7.855289394,7.845619826,7.655499217,7.275987149
Q86VP6,8.275429108,8.280109278,8.286990986,7.920413492,7.271460962,7.187327049,7.086352258,7.604326937,7.25428241,7.326359609,7.799654383,8.178845003,8.241244671,8.32338733,8.201640462,7.489658111,6.866855868,7.423703632,7.756128309,7.692224662,7.946947369,7.731423847
Q8IV08,7.480790999,7.118262158,7.496655965,7.420306243,7.407056376,7.430877738,6.830951208,7.476495673,7.301283427,7.026365891,7.562912167,7.387292623,7.144742606,7.588923296,7.354894241,7.027592583,7.306586485,7.147798123,7.487090669,7.569454518,7.626979637,7.756429882
Q8IVF2,7.433657563,7.459469766,7.930950028,7.050780195,7.312069495,7.495318005,7.104529811,6.960378569,7.090160739,7.174107657,7.101988802,7.470091602,7.541991042,7.087091118,7.602019639,7.238327026,7.456023419,7.288947128,7.27398126,7.347353956,7.028247334,6.952136282
Q8IVL6,7.320777362,7.359093472,7.241629006,7.215105043,7.303353008,7.524403867,7.252526235,7.903685974,7.427492869,7.462572414,7.413085601,7.268961715,7.464385439,7.434467085,7.373977521,7.126517138,7.529561352,7.252904122,7.298365205,7.462479768,7.681113966,7.392702978
Q8IWE2,8.074558991,8.106083798,8.178989196,8.081232849,8.205684014,8.048545768,7.199658994,8.126578779,7.818883436,7.641075326,7.766654779,8.043299316,8.011333766,8.233139905,8.235236635,7.961617395,7.248404533,7.861562626,8.035549721,8.252241921,8.001137877,7.676769961
Q8N1G4,7.577446839,7.41216031,7.365506147,7.245011901,7.229725542,7.398097261,7.570512983,6.655314843,7.125990238,7.310192872,7.411046182,7.711168468,7.461896632,7.493546792,7.385628636,6.964586159,7.369772284,7.09546529,7.248322191,7.083097783,7.374767527,6.85746455
Q8N6T3,7.56130864,7.326115568,7.492265803,7.439756861,7.041192773,7.23978632,7.508994142,7.33694452,7.405446637,6.953883568,6.883802078,7.445320906,7.596526046,7.544569683,7.667841919,7.224374432,7.389666721,7.032253646,7.385636611,7.525609608,7.368522171,7.041368134
Q8NBJ5,7.655769871,7.586118194,7.445225003,7.456942651,7.445314841,7.498643016,6.902384301,7.718915976,7.300894135,7.724282501,7.414185216,7.486508629,7.640039974,7.349509877,7.445450051,7.627402262,6.874750552,7.035617395,7.469044311,7.330021942,7.588809591,7.582637055
Q8NBJ7,7.391930084,7.339219358,7.26478217,6.934060282,7.129144705,6.995859383,7.33782594,7.284084798,6.862253831,6.790504183,7.224624808,7.157826869,7.394006092,7.4753957,7.055320801,7.137225232,6.954559207,7.488128646,7.474112219,7.514662528,7.30921064,7.359203462
Q8NBS9,8.958527966,8.96864562,8.905196129,8.912005476,8.739989532,8.436259671,8.488457316,9.064828451,9.054797827,9.149412856,9.088309954,8.824542489,8.752758151,8.880258374,8.837762336,8.629120104,8.4193725,8.765653899,8.991342839,9.178865095,9.200287281,9.422111298
Q8NC51,7.808512101,8.051840973,8.027659671,7.942730799,8.125165415,7.340123502,6.929608875,6.880424702,7.87507507,6.972225542,7.607084803,7.969372676,7.945705107,7.926202391,7.887940747,7.793623985,7.14437661,7.540448192,7.424630884,7.125343541,7.310877007,7.584268659
Q8NCA5,7.676743868,7.59126731,7.540038572,7.467684886,6.954402699,6.845836208,7.510587095,7.184759875,7.182967059,7.093254324,7.249859607,7.672668195,7.691756233,7.57366355,7.51721476,7.312378815,6.994006152,6.703507056,7.17774613,7.250602062,7.220111916,7.01770082
Q8TEX9,7.49328198,7.523338012,7.488225397,7.482277793,6.829164692,7.531049149,7.535979916,7.150676136,6.926713892,6.946388614,7.178390847,7.447205853,7.457697579,7.378339064,7.509230646,7.204502499,7.398817388,7.47466393,7.267278038,6.886651141,7.182244826,7.256899386
Q8WUH6,7.431002518,7.085256421,7.346337366,7.568378274,7.485070358,7.604096003,7.153055781,7.510694286,7.420709007,7.342198081,7.396264946,7.099619638,7.301206606,7.487196875,7.4889604,7.17001865,6.836938326,7.504556325,7.440062683,7.687965383,7.540639721,7.228055084
Q8WUM4,8.426688973,8.398456363,8.376052371,8.231240335,8.133925923,8.082826132,7.342440675,7.889354239,7.891874168,7.19886381,8.07322117,8.400414886,8.394374026,8.332251541,8.257983206,8.136949843,7.845004521,7.933559829,8.103434746,8.02688488,7.806505975,7.80160602
Q8WVM8,7.850794525,7.893168857,7.690126543,7.570840154,7.23343246,7.305641499,6.83387355,7.382231661,7.606585484,7.43065925,7.497097365,7.732201822,7.714587538,7.62329281,7.680153266,7.311183405,7.414015862,7.288732552,7.475916394,7.484901581,7.806951862,7.368930907
Q8WWI1,8.458585607,8.380970255,8.401531642,8.07536125,7.274889924,7.778523672,7.587977895,7.14474296,7.031751398,6.601243551,6.974116336,8.267090702,8.110325851,8.188332443,8.111864096,6.966263653,7.335756722,7.772485133,7.297801706,7.140079595,7.014171293,6.962187426
Q8WWM7,7.203606385,7.417655882,7.398872982,7.42937425,7.034445171,7.398532153,6.943697238,7.298629505,7.156202063,7.067815268,6.9019711,7.398038703,7.796906775,7.502850104,7.225734601,7.047321692,6.893611151,7.067452111,7.063240173,7.614803458,7.154714415,7.405362733
Q8WX93,8.247996672,8.363782322,8.370192235,8.143917237,8.322918051,8.557809186,8.1426481,8.200852279,8.263298202,7.405984454,8.016988725,8.26356365,8.239195357,8.312396409,8.210785863,8.166633372,7.946143314,8.28693696,8.398066739,8.592713061,8.382876136,7.876946605
Q92499,8.066170932,7.989020876,7.908787254,7.781178906,7.693147601,7.651660829,7.233422307,7.750021199,7.675782314,7.182608453,7.840450947,7.910872588,7.955806218,7.868042171,7.807275981,7.683918048,7.04562181,7.31206918,7.875839681,7.807356964,7.811089332,7.477281727
Q92598,8.521662292,8.385477672,8.422940413,8.412136395,8.000694666,6.692287093,7.126357096,6.991218074,7.156972851,7.028152956,7.76176132,8.431330902,8.578232732,8.507763449,8.43614068,8.007725549,7.339185095,7.880648768,7.713074752,7.451768179,7.04884601,7.727156977
Q92616,7.894414501,7.865495391,7.808132741,7.19869122,7.328340553,6.714630749,7.540521786,7.101677959,7.008498129,7.057982152,7.583867203,7.932116554,7.646499866,7.683104812,7.532636591,6.951607192,6.957884801,7.006775554,7.037284294,7.414005839,7.066243125,7.477855229
Q92688,7.787156082,7.763705923,7.886421905,7.346646637,7.138057949,7.219445288,6.906682271,7.336094412,7.756814789,7.246820809,7.028025039,7.72508854,7.657804882,7.789067192,7.835097934,7.285827308,6.851057088,7.10829502,7.129478757,6.989582236,7.139155662,6.682045127
Q92734,7.884734981,7.88893788,8.05178436,7.46547348,7.812447407,7.982376266,7.600247086,7.314551938,7.502840329,7.343377439,7.485252363,7.720999769,6.854608267,7.959921774,7.889490157,7.705319319,7.519218768,7.854616252,7.52195724,7.732029909,7.240266708,7.638010686
Q92804,7.268894629,7.637083642,7.49004401,7.25019528,6.600967485,7.499684564,7.168331698,6.955838026,7.368276076,7.064285922,7.264870763,7.401489043,6.749472365,6.993753346,7.44593918,7.098304078,7.237174251,6.754078921,7.375845651,7.688510904,7.229551892,7.076400098
Q92820,7.280458098,7.459925613,7.471190737,7.672789447,7.313978389,7.200493407,7.247057816,7.687537214,7.427990127,7.751893426,7.608563822,7.19462996,7.473675257,7.407428381,7.495289944,6.986445471,7.158380363,6.689914366,6.742773375,7.080740355,7.317386693,7.742312375
Q92841,8.586069878,8.608573818,8.235039663,8.003395179,7.806404356,7.103400138,7.010267336,7.536599171,6.889783261,6.694400045,7.959292912,8.569822127,8.248635053,8.088741469,8.288107125,7.836611602,6.864903372,7.529405253,8.082268082,7.965716034,6.699360368,7.466529921
Q92905,7.330989391,7.188390404,7.189793444,7.325606505,7.085739135,7.133318194,6.758531728,7.055692832,7.952672915,6.977923841,7.080102715,7.276761537,7.154530784,7.060013517,7.076888182,7.363285802,7.005941141,7.163838873,7.083000622,7.562799782,6.643144181,7.485939785
Q92945,8.527587361,8.599057443,8.604411987,8.319793007,8.059692971,7.678217061,7.465143914,7.600831188,8.061001726,7.245179625,8.30229297,8.595258016,8.466689452,8.387097225,8.269562908,7.840124337,6.989159092,8.005852989,8.166256253,8.266326538,7.989630528,7.52577198
Q92973,8.027822213,8.144324287,8.031254405,7.980867938,7.69393524,7.352852158,7.002052055,7.234369704,7.230446068,7.24458015,7.347079963,8.024488313,7.936863429,8.121961559,8.0248041,7.723815413,6.907506868,7.524521659,7.461772265,7.370806195,7.340639667,7.063529636
Q93052,7.453282234,7.50767907,7.558021121,7.454590011,7.536520782,7.357620466,7.388389285,7.479134777,6.980126018,7.337603858,7.395649532,7.189065961,7.33763819,7.658936717,7.511082327,7.293702587,7.000739056,7.481467996,7.266687358,7.679557816,7.653011935,7.093084483
Q969G5,7.429481774,7.167890987,7.241737307,7.104319389,7.534402666,6.955559671,6.766652934,7.245781217,7.086048975,6.978115843,7.345488957,7.368200846,7.369069453,7.289451665,7.41218884,7.427299144,7.492897686,7.112865151,7.178799776,7.046694824,6.962876509,7.214363595
Q969H8,8.336423147,8.354780423,8.375071691,8.066318317,7.958287088,7.388356409,7.388367908,8.271464992,8.057561739,7.388834661,8.108486877,8.220933855,8.100041279,8.204754899,8.378694044,8.106841163,7.672252022,8.202683151,7.940091866,8.277371804,8.323078745,8.594466788
Q96A49,7.722542558,7.548804213,8.067860154,7.680775767,7.449847282,7.091458196,6.969353554,6.794467236,7.432439792,7.376735317,7.065959985,7.995101356,7.58916771,7.588032405,7.406358034,7.645032102,7.273667423,7.484934971,7.467467205,7.901827475,7.005695126,7.131027374
Q96AC1,7.954988516,8.130208716,7.913607839,7.386094489,7.71591108,8.132692648,7.780546873,8.010486049,7.593102272,7.542200414,7.377964557,7.947677618,7.794321933,7.894051991,8.092647374,7.896404928,7.430965387,7.599002068,7.902637444,7.756817076,7.772263532,7.342135579
Q96AE4,8.537739067,8.5497862,8.616896989,8.35461721,8.116309214,7.904619553,7.239430126,7.714536187,7.885821489,7.218038727,8.068531807,8.388399258,8.330275074,8.316221293,8.299304838,8.2306673,7.425640529,8.16722662,8.102178726,7.502808247,7.682463097,7.90628526
Q96AY3,8.432022073,8.3574488,8.407307647,8.360923336,8.053898289,8.220715986,8.088712548,8.542779773,8.399331945,8.473277398,8.554199418,8.337862532,8.21200104,8.236877262,8.126821152,8.143111847,7.911470527,8.260333698,8.427936769,8.536483434,8.663962438,8.891898759
Q96C19,7.425291637,7.500626189,7.726820638,7.330322071,7.155269936,7.28538594,6.663216366,6.996127527,7.638860283,7.113294045,7.478726573,7.667387066,7.302597681,7.135878208,7.132649834,6.938557292,6.665282067,7.167964191,7.150632648,7.283057024,6.769959222,7.187235484
Q96C90,7.899749663,7.573841301,7.368811896,7.332350758,8.014811875,7.068278856,7.222312421,7.077769567,7.51543901,7.247620498,7.524129113,7.614080447,6.953759661,7.602867211,8.105802461,6.980581973,7.372636818,7.654562661,7.730993303,7.846973018,7.422954549,7.151215603
Q96CG8,7.207530318,7.132069978,7.30244361,7.298142222,7.346819236,7.31206857,7.334714187,7.559991629,7.38485814,7.207472013,7.424614877,7.250848065,7.80509038,7.657319471,7.186069082,7.36933077,7.334259304,7.7476789,7.61312298,7.38921392,7.3567805,7.507855143
Q96CW1,7.353084747,7.302016007,7.092792157,7.256064104,7.086927695,7.519342177,7.258156288,7.281489973,7.049953055,6.991201464,6.964041544,7.518126636,7.509911521,7.627028594,7.3358866,7.431882741,6.871169211,7.081070371,7.156341671,7.026421853,7.064994447,7.039699111
Q96D15,8.409578046,8.477888376,8.516901323,8.685868411,8.163655788,8.258067451,8.16659791,8.490955914,8.453182481,8.814824451,8.539963422,8.380263933,8.486403144,8.510204253,8.603916769,8.034833983,7.816857419,8.308747564,8.520839518,8.529060937,8.52187129,8.797288076
Q96FQ6,7.317802316,7.458442399,7.74570864,7.476715072,7.171230596,7.435757847,7.240395523,7.210430455,7.213402654,7.015711174,7.081198924,7.245511243,7.310498568,7.422647138,7.755093205,7.391794145,6.559455229,7.730877698,7.562956903,7.315670306,7.317859249,7.249945742
Q96FW1,7.940606306,7.982180632,8.161838031,8.019321283,8.29984693,8.105363572,7.234841762,8.326812241,7.789264537,6.858775212,7.757139285,7.996972894,8.073237152,8.008500168,8.224267998,8.320374521,7.912222268,7.490774118,7.642240629,7.861632382,7.612760566,7.638261494
Q96G03,7.497802761,7.499668958,7.803883696,7.520094645,7.62531768,6.771905221,6.797196531,7.410281764,7.153247881,7.455846313,7.279692801,7.471491577,7.41109411,7.503080632,7.457645821,7.457031495,7.078801501,7.541719382,7.424979464,7.160962951,7.594982041,7.293429083
Q96HC4,8.549784261,8.515406251,8.645336252,8.472161125,8.323503686,7.861796084,8.019628738,8.103500443,8.460317779,7.478530966,8.307843238,8.629124782,8.35464412,8.42870015,8.360661138,8.115989906,8.06760851,8.345918116,8.504990457,8.768568003,8.437370495,8.089636843
Q96HE7,7.976566829,7.848986102,7.93499261,7.89133156,7.270115264,7.41451382,7.097893682,7.799270345,7.764013675,8.058798667,7.87931207,7.848033038,7.720069374,7.329361469,8.017298917,7.82333709,6.820200765,7.813832651,7.690529671,7.634523448,7.839293332,8.117977458
Q96I24,7.908226607,7.61309839,7.427560362,7.315876492,7.253736501,7.316340426,7.201537919,6.938224699,7.081780449,7.437515512,7.041630199,7.369192037,7.621283678,6.992066525,7.287479566,6.987291773,6.976375042,7.149283436,7.296062323,7.326158979,7.497204916,7.048004777
Q96IZ0,7.448187308,7.394805518,7.425466028,7.664089719,7.176884627,7.36596007,6.867242176,7.621015465,7.387505158,6.972866476,7.208758371,7.450973002,7.299894978,7.434425652,7.487577453,6.996091684,7.257211557,7.505787091,7.530800426,7.681013004,7.547418826,7.189138211
Q96JY6,7.577536373,7.805524524,7.652201049,7.755438772,7.687019338,7.452723057,7.371460573,7.66326787,7.476344032,7.223284526,7.265333037,7.498279759,7.588326344,7.719368013,7.869288151,7.115775632,7.013567216,7.574646352,7.592684464,7.769579043,7.582854303,7.288639373
Q96KP4,7.71974182,7.501996015,7.628588585,7.754121528,7.192876409,7.327348188,6.814937548,7.315251349,7.282877188,7.444697809,7.172575013,7.736822007,7.510466356,7.664194975,7.753826951,7.676176577,6.304003145,6.873635422,7.242200792,7.328277827,7.362153674,7.268566773
Q96KR1,6.962294662,6.853458962,7.101463159,6.481128347,6.507111222,6.633326095,6.458486475,6.537533224,7.294443924,6.72688219,7.109795574,7.376124187,7.05721369,6.486761033,6.322053588,6.354325725,6.923408463,6.534280907,7.021286784,7.09506383,6.835983144,7.341564659
Q96L92,7.439629046,7.536627463,7.915084226,7.505289712,7.04059428,7.358871054,7.497565969,7.369595559,7.555506738,7.270290916,7.779616912,7.477499872,7.460819471,7.111496834,7.108259129,6.956695708,7.441254694,7.619317899,7.488497936,7.718288857,7.567055973,7.282538969
Q96M27,7.68611455,7.495784437,7.081157745,7.668239456,7.07710601,7.005707028,7.035019497,7.319308851,7.024254923,7.487941726,7.49532003,7.685881824,7.72320241,7.414771307,7.676743868,7.580299594,6.879146008,7.138483066,7.114677291,7.26488822,7.218152512,8.244246215
Q96QK1,8.023807656,7.95220565,7.854069285,7.811914732,7.79334275,7.410118567,7.341753837,7.629333986,7.338892383,7.484721452,7.617436188,8.062476008,7.944121856,7.89060034,7.82542497,7.814384401,7.140010013,7.698669194,7.550433412,7.604192173,7.767787683,7.644080709
Q96TA1,8.111219643,8.129557929,8.156030139,7.744078106,7.451043453,7.909910719,6.937027215,7.718900712,7.29962726,7.124946112,7.654204067,8.157033542,8.17427386,8.224811293,8.006744184,7.699435679,6.501726232,7.55643667,7.074223653,7.378603518,7.356310924,7.401132986
Q99426,7.91216056,7.667374198,8.015758833,7.812097202,7.726255289,6.912030536,7.099616037,7.589800901,7.818694097,7.595796059,7.800004758,8.190535192,7.757919454,7.696907154,7.401225115,7.596681532,7.158279593,7.778937618,7.672882059,7.67248617,7.752902526,7.130700158
Q99439,8.26702959,8.386526632,8.263131265,7.985110163,8.568910906,8.562232482,8.353184824,8.445420892,8.373074679,7.725833891,8.282575915,7.831058884,7.505885438,7.984672159,8.350078923,8.495664979,8.25516206,8.725261226,8.464107712,8.539315044,8.337865488,8.239486554
Q99460,8.354091208,8.460587596,8.356775314,7.872775167,7.261326839,6.820168639,7.445598826,7.766642755,7.826745006,7.866871598,8.140117043,8.060409022,8.074129616,8.064144815,8.314999677,7.802286059,7.122590257,7.52549155,7.876151266,7.928519593,7.786530532,8.535839164
Q99471,7.897434848,7.971646693,8.024561296,7.762426213,7.703380992,7.110005155,7.071994533,6.821197578,6.664260534,6.882700268,7.550437677,7.71538371,7.745281201,7.946467321,7.932990948,7.473205501,6.91324904,7.489428916,7.546536972,7.466263325,7.412861436,7.664857623
Q99497,8.266192281,8.243997923,8.338332126,7.795867279,8.015186146,7.507825954,7.638163882,7.935988365,8.105451557,7.958448974,7.950627361,7.988327624,7.484926805,7.967407437,8.112358609,8.014198911,7.675313847,7.929705069,8.046687397,8.348880692,8.085805407,8.045142343
Q99536,7.943487135,7.926589902,7.862227598,7.681247673,7.646597088,7.432878718,7.387445729,7.701203679,7.911405471,7.203282018,7.88615244,7.95591739,7.786493646,7.80088523,8.06307798,7.956389527,7.271565017,7.768173807,8.035794018,8.068990539,8.267035429,7.920842921
Q99613,8.35736219,8.397518101,8.407672678,8.124116275,7.815264521,7.474531515,7.183161005,7.694117427,7.262551953,7.10654266,7.93914928,8.330822262,8.295853103,8.284800504,8.206153839,6.839988047,7.349264944,7.473331837,7.859095465,7.911507559,7.616728061,7.481558801
Q99622,7.459278091,7.346394504,7.406208155,7.493604976,7.276712183,7.149453382,7.186304419,7.20004031,7.105549405,7.24003668,7.10302813,6.882876571,7.452925297,7.504955832,7.444017156,7.422656949,6.782367204,6.608780484,7.257589563,7.220397613,7.187715848,7.001937114
Q99623,8.216679869,8.379188956,8.155054721,7.972884639,7.848460963,7.591629942,7.400027616,8.063343286,7.622998141,7.989256789,8.055162724,8.25360452,8.341684015,8.131390361,8.098679747,7.799357914,7.150639908,7.54235899,7.661361451,7.46245062,7.698991059,8.468580024
Q99714,8.018781164,7.964992381,7.922293622,7.781505117,7.788817693,7.583268826,7.787106972,8.002994996,8.031186519,7.728427137,7.849948536,8.006110927,7.852831334,7.851336247,7.804311179,7.801372027,7.620796308,7.904296236,8.121685122,8.171377343,8.108298245,7.839164767
Q99729,8.187637613,8.203324279,8.19904069,7.903655146,7.987790668,7.375141654,6.990908271,7.72522687,7.04537816,7.309115345,7.415265701,8.091668373,8.04581223,8.046002604,8.06712358,7.385266227,7.153479713,7.017487999,7.672309465,7.511732451,7.085831665,6.834570691
Q99733,7.778452721,7.665126,7.596356847,7.621271349,7.462791221,7.03813367,7.250314908,6.759304007,7.656018056,7.180110892,7.420999405,7.649996339,7.490818181,7.783379791,7.806838319,7.04348905,7.473629692,6.999846722,7.257955205,7.42346825,7.323429323,7.519761341
Q99798,7.861988792,7.989422425,7.673625737,7.397229408,7.45023741,7.02938945,7.061225204,7.416930678,7.253558455,7.497676181,7.223786649,8.328498903,7.803984581,7.826673851,6.849704719,7.290350655,6.934638024,7.347501876,7.55809862,7.56443786,7.485328616,7.436654216
Q99829,7.813376025,7.546822764,7.557401408,7.579388012,7.636494763,7.555580001,7.698660731,7.961042731,7.110535937,7.538015744,7.393866752,7.604585821,7.625656447,7.63237529,7.645665014,7.840550501,7.559695148,7.570282325,7.606398137,7.453125409,6.984395059,7.360043927
Q99832,8.42698104,8.405647932,8.322859688,8.233304689,8.227964059,7.449012147,7.713789193,8.20155268,8.155858302,8.095078527,8.201358725,8.468533891,8.353367692,8.113663385,8.174791911,8.196251081,7.703705261,8.241261825,8.201093873,8.136536567,8.078788165,8.439202111
Q99873,8.180457918,8.185417935,8.157818957,8.141526389,7.61477125,7.540795768,6.978940085,7.643537733,7.691177487,7.576341968,7.671717216,8.177781659,8.163272726,8.148230792,8.093207034,7.989251067,7.173222179,7.5429652,7.573895834,7.51754727,7.546559025,7.194054224
Q99879,9.728834114,9.284500164,9.482601122,9.132489615,8.788263478,9.026830943,9.07209083,9.014453558,8.979298554,8.494721753,9.111556793,9.391909693,9.267209764,9.407084419,9.561934164,9.210574894,8.918771349,8.857544782,8.905891337,8.791783599,8.964897685,9.251390013
Q99961,7.823318408,7.671964007,7.621069986,7.420585504,7.237442681,7.350725306,6.821503499,7.325703731,7.350517557,7.332491194,6.84251372,7.596791758,7.72057511,7.485152068,7.722982296,7.352735542,7.281380628,7.332341831,7.474393689,7.522118229,7.382137907,7.304641514
Q9BQE5,7.033069577,6.891189915,6.880414587,6.677727554,7.446387422,6.848330432,7.417190725,6.936848236,7.254840059,7.050215862,7.035230756,7.193527279,6.81330411,6.727911534,6.710488645,6.955069731,7.651359898,6.918817723,7.080411322,7.126315734,7.347367795,7.136517029
Q9BR76,7.671628551,7.6865925,7.757787309,7.161069424,7.519272917,7.462888162,7.55958202,7.53270743,7.479895036,7.680168783,7.516764686,7.620799413,7.400301897,7.557887612,7.81465023,7.474841044,7.544099075,7.630524867,7.584105616,7.881100661,7.747008721,7.315072895
Q9BRA2,7.688465086,7.675876763,7.71763149,7.56885585,7.332075549,7.467546715,6.569652522,7.252565463,6.984441032,7.2315154,7.357272315,7.709211152,7.640001238,7.709503054,7.618009382,7.226421449,7.029899409,7.27818527,7.169791154,7.047326366,7.231485656,7.264915892
Q9BRF8,7.259481061,7.705938577,7.410793449,7.14932208,7.236953421,7.59382809,6.956486244,6.904895231,7.474573483,7.344624713,7.110291249,7.578148159,7.244165923,7.182371318,7.401454062,7.221675755,7.032546987,7.000257994,6.845346773,7.2457377,7.230416866,7.313229013
Q9BS26,7.661143872,7.701747413,7.597151351,7.212151904,7.41828949,7.355967971,7.40234762,7.911631573,7.365028644,8.01655496,7.656300963,7.516813831,7.610414612,7.669973624,7.107710901,7.542924559,7.082621175,7.449211463,7.733521823,7.329744938,7.851480563,8.169749071
Q9BT78,7.632731312,7.724489507,7.406233068,7.694934649,6.791087375,7.311275618,6.760394726,7.21648526,7.097652745,7.823159218,7.547108381,7.969352993,7.760520078,7.733463873,7.638036725,6.969760833,6.879109972,7.259306346,6.843896355,7.046960855,7.067817205,7.721050309
Q9BUF5,9.006173125,8.998455844,8.95713148,8.549225079,8.727785506,8.486815037,8.423984801,8.610172342,8.422931236,7.046000089,8.408907999,8.840026791,8.670644725,8.801892464,8.842344508,8.607974964,8.383366226,8.596549133,8.317467416,8.425271905,8.305983984,8.071901543
Q9BUJ2,7.378972527,7.684934247,7.376456882,7.139167541,7.235754079,7.056709576,6.777420021,6.679511621,7.342590305,7.032764132,7.175767443,7.060067606,7.659544473,7.108573981,7.454504058,6.858383157,7.427537681,7.190641149,6.958408534,7.053187669,6.968219265,7.071055564
Q9BWF3,7.667142327,7.655827187,7.684454745,7.710619149,7.174251003,6.924232299,7.120565208,7.410273433,7.223387816,7.062529758,7.067126171,7.558583939,7.660339841,7.79847068,7.5975969,7.114802066,7.333844789,7.186264973,7.29086288,7.188683443,7.317180687,7.614070078
Q9BY44,7.953367947,7.726982123,7.876996771,7.328878303,7.288876542,7.482418651,7.367677016,6.595460468,7.099087791,6.886139875,7.049891369,7.918379733,7.673351332,7.66672128,7.242997958,7.091769103,6.611050636,6.937005593,7.304253307,7.111708152,7.188201392,7.289711702
Q9C0C2,7.524669329,7.533163503,7.443281366,7.168751294,7.012035037,6.820847795,7.045518674,6.4595602,7.63305964,7.159296822,7.61209926,7.706008938,7.166534048,7.307999037,7.658894571,6.765410967,7.227366314,7.186784372,7.566374712,7.961959879,7.378956693,7.22322483
Q9GZQ8,8.040590112,7.812152901,7.826407974,7.469136311,7.256822391,7.281208285,7.350186322,7.135689424,7.339367539,7.118375603,7.369489668,7.6762476,7.574940678,7.72233129,7.745117697,7.34091113,7.240579773,7.053165953,7.540486128,7.340650761,7.316295796,7.511281407
Q9H0U4,7.71031649,7.8097229,7.664367305,7.486809284,7.380127886,7.021283127,7.290407165,7.169028008,7.145929818,6.92803873,7.134261409,7.176707815,7.430820985,7.453581137,7.521888986,7.38578396,7.038492202,7.244403246,7.348551364,7.289605539,6.999050937,6.985872128
Q9H223,7.799981509,7.586769387,7.610114386,7.30418307,6.96403275,6.925787091,7.416362258,6.944456664,7.090272653,7.65745879,7.210989779,7.676273063,7.722528034,7.616712238,7.582790223,7.382115082,7.164332929,6.760052907,7.356419488,6.775956291,7.469975468,6.83990533
Q9H299,7.555701668,7.535844302,8.416727719,7.6521118,7.838754016,7.75060333,7.448668378,7.348154481,8.115071483,7.187726923,8.373673717,8.156088414,8.023896686,7.848220727,7.225931326,7.881503815,7.594857469,7.891713293,7.889524825,8.392885382,7.315971518,8.090367191
Q9H2U2,7.367496095,6.761207754,7.090635723,7.29685976,6.950040438,7.228531344,7.361566316,7.608721261,7.286620687,7.43402459,7.665591806,7.397201813,6.544997572,7.524647075,7.110566368,7.461013726,7.101352195,7.659984624,7.550433412,7.326187561,7.420092363,7.760826739
Q9H3P7,7.58170653,7.625668763,7.615042907,7.227233305,7.427544185,7.287867097,7.201678769,7.178905534,7.541197518,7.087041886,7.416799941,7.766759047,7.56383002,7.335005138,7.231288949,7.197785871,6.711036639,7.448969365,7.515794203,7.521062763,7.571742509,7.087815911
