Protein,ctr_1,ctr_2,ctr_3,ctr_4,ctr_7,ctr_8,ctr_9,ctr_10,ctr_11,ctr_14,ctr_21,mg_1,mg_2,mg_3,mg_4,mg_7,mg_8,mg_9,mg_10,mg_11,mg_14,mg_21
P52306,7.602227716,7.94083466,8.106392139,7.281527691,7.33756267,7.36192124,7.403438683,7.407902655,7.407348084,6.821805465,7.395101764,7.773543772,7.606585691,7.603912,7.585931219,7.273371799,7.250247112,7.097119494,7.413616232,7.495180311,7.378506565,7.255201873
P52565,8.816955332,8.900775389,8.807289223,8.799597247,8.417521945,8.053367708,8.094673741,8.13406414,8.4947731,8.322158604,8.679914774,8.826868866,8.342968528,8.887784027,8.740595407,8.438045947,7.987226992,8.565140073,8.63040861,8.712500998,8.358778183,8.543617379
P52597,8.407475371,8.419086216,8.116002101,8.411152554,8.075364194,8.287207147,8.159639542,8.216343207,7.829230685,7.590855892,7.850907922,8.337634408,8.120176119,8.216392467,8.284922103,8.319602154,8.020906894,7.984059833,7.817042681,7.640934602,7.604502972,7.399208028
P52815,7.554723533,7.625511846,7.712365206,7.699629563,7.325049861,7.412706134,7.071756687,7.321151102,7.381534002,7.556936639,7.383717343,7.677226877,7.459568768,7.545279058,7.397188589,7.150551371,7.083632753,7.37150667,7.220628352,7.452454782,7.319028153,7.652997604
P52907,8.612013069,8.568281326,8.547085106,8.370670938,8.27495511,8.275710102,7.842827856,8.146022011,8.2754779,8.130541941,8.274124168,8.481494266,8.40153629,8.441590957,8.582295394,8.256566248,8.006976387,8.195554877,8.359545521,8.184036278,8.19323716,8.463202582
P52926,6.06151977,6.417823486,7.222445765,6.457473964,6.006287283,5.976673276,6.752241953,6.617109282,6.883686856,6.374627116,7.289613286,6.586091515,7.02324281,6.188463041,6.189206598,6.675236131,6.132839052,6.420786734,6.648879757,6.928798395,6.694213043,7.310298583
P52943,7.989487327,7.979775598,7.870334855,7.802265383,7.462107204,7.505253033,7.307718772,7.528128276,7.556060719,7.363656062,7.622028629,7.782494498,7.915517617,7.893847552,7.813691479,7.570606501,7.356724369,7.361801142,7.693187714,7.860161169,7.662858097,7.045279115
P53396,8.882309673,8.803897983,8.731551515,8.520983085,8.405022462,8.504862591,8.220618931,8.644788035,8.47196546,7.941148042,8.390018137,8.752324308,8.743651462,8.648098102,8.668863036,8.554669874,8.061881369,8.401437752,8.591938982,8.628744536,8.536090648,8.312298188
P53618,8.666891942,8.672995855,8.563325132,8.236829285,8.07589998,7.92457328,7.676961552,8.356854791,8.203763471,7.558916678,8.20682472,8.461024628,8.35961235,8.447222138,8.435194307,8.360054191,7.853375316,8.03174388,8.234738505,8.25039841,8.252941456,8.042332508
P53621,8.581179194,8.595090384,8.448289868,8.23949711,8.039301433,8.302742867,7.65853882,8.217814066,7.756556166,7.156120645,8.136969093,8.602806107,8.527861708,8.53701201,8.436317898,8.225532551,7.928348823,8.0850395,8.261604569,8.067656952,8.314698115,7.315692843
P53992,7.642105835,7.731579796,7.646845793,7.481894729,7.247884855,7.776623098,7.552664629,7.724910869,7.27733824,7.301040332,7.391541583,7.769541121,7.46284365,7.545729884,7.281503879,7.406044324,7.124482204,7.292656015,7.230264836,7.762143768,7.263012595,7.11254306
P53999,8.078351789,8.002803186,8.028781566,7.979330605,7.649875926,7.44855856,7.433181834,7.729023342,7.394485316,7.486880746,7.714149209,8.073628218,7.922562648,7.809750836,7.997655054,7.526961102,7.404365522,7.937874013,7.778530185,7.378426648,7.423019013,7.705790727
P54136,8.238936168,8.165420449,8.054623834,7.999679079,7.580436901,7.37205801,7.099367439,7.510251514,7.740835064,7.34141193,7.42062812,8.116886165,8.155729576,8.068926922,7.997687146,7.800000334,7.269514995,7.526560409,7.717854669,7.724760344,7.681575983,6.847267509
P54577,7.630113939,7.966233552,7.697241875,7.526115625,7.747673311,7.722558236,7.540071065,7.790189285,7.666982744,7.168485679,7.608867394,7.415899951,7.940664219,7.821834313,7.923391528,8.077034655,7.593178085,7.73951555,7.786981168,7.93965473,7.949899897,7.215143911
P54578,7.732840558,7.587094625,7.798061557,7.101607167,7.3635322,7.558021912,7.091333576,7.457347074,7.492864345,7.335301151,7.4387363,8.10371692,7.283814027,7.34430437,7.46134655,7.661729616,7.19199341,7.399256287,7.509200915,7.276513065,7.487903404,7.629477918
P54687,7.674848695,7.822800578,7.954047989,7.897571156,7.592068845,7.47874605,7.287365209,7.737849222,7.51638439,7.447099376,7.578710396,7.734841464,7.678611088,7.727666599,7.806937451,7.68924039,7.280377746,7.573257085,7.591272021,7.489485703,7.436707961,7.231043513
P54727,7.978010591,8.111569137,8.122032091,7.725260058,7.756842131,7.183743343,6.712943894,7.280397169,7.642354707,7.275820491,7.615606118,8.092880669,7.767506623,7.799358457,7.610901491,7.728705774,6.856268719,7.607942009,7.823730569,7.846035254,7.880872477,7.322853566
P54819,7.470827984,7.390378797,7.502970547,7.506943478,7.334216649,7.45012114,7.267918678,7.465322649,7.378911787,7.181887306,7.327431448,7.145058503,7.610193596,7.506131481,7.522726348,7.587135675,7.190292472,7.343821444,7.559086949,7.333391145,7.3845042,7.365478563
P54886,7.918138645,7.89385582,7.766177613,7.672130375,7.409054691,7.425838732,7.242377508,6.973185987,7.275453552,7.303087094,7.369308917,7.858500434,7.77632138,7.580497766,7.875824869,7.638834348,7.173434666,7.331022826,6.987295714,6.952109113,7.197316329,7.645295679
P54920,7.446099211,7.477107453,7.422666116,7.267623395,7.287239963,7.300339864,6.78298257,7.324269636,7.265743355,7.451201644,7.525678393,7.608149822,7.352841778,7.146956181,7.429502953,7.226582436,7.331143895,6.876951212,7.275506647,7.33291985,7.253304475,7.736405977
P55010,7.682070104,7.930826213,7.743390409,7.407704586,7.576085044,7.629518056,7.285218438,7.617542201,7.376936794,7.215175885,7.400751496,7.458704002,7.499785339,7.85104661,7.763261832,7.65713316,7.509846941,7.449014929,7.282699711,7.483195247,7.361015193,7.34892188
P55036,8.165636326,8.050859715,8.253533449,8.054777843,7.629400499,7.256586079,7.270921379,7.131718457,7.914996555,7.51317466,7.716898815,7.992537557,8.025944458,8.102157658,8.077238025,7.364310244,7.380840237,7.924170315,7.896988496,7.67478775,7.764051584,7.842949792
P55060,9.087517714,8.32558796,8.939748512,9.530819813,7.511737638,8.226096643,7.648367471,6.831094138,8.799848885,7.73903391,6.907656509,8.964074867,8.919836767,9.005312047,8.327663145,8.187328267,7.640137656,7.825149114,8.2262073,6.893389246,8.676558219,7.894061424
P55072,9.200338711,9.281146435,9.213188764,8.976125058,8.72571167,8.641168481,8.56928202,8.957756529,8.878541591,8.955287335,8.959560868,9.126689412,9.163250368,9.151790809,9.119485899,8.878488875,8.538588936,8.767980979,9.098305438,8.975962462,8.914723618,9.1075306
P55084,7.740751952,7.586803633,7.533897354,7.273759375,7.438874475,7.474303285,7.547177356,7.453629164,7.40346369,7.603797586,7.417971445,7.555666842,7.531959058,7.455639272,7.511629682,7.44398901,7.311094494,7.349936002,7.41343357,7.387234955,7.241394812,7.313842252
P55145,7.728385209,7.792944541,7.725888427,7.843845087,7.506011037,7.596188657,7.308751277,7.50538937,7.626851005,7.722329213,7.586272111,7.853498135,7.889910931,7.352788469,7.748376817,7.602724655,7.362313992,7.511245793,7.613768284,7.723109559,7.700226271,7.697936655
P55209,8.845272326,8.967291041,8.945717018,8.791896353,8.40748147,8.084092064,7.383543793,8.262006814,8.408259635,8.428339721,8.501189238,8.736249289,8.650836573,8.752500206,8.774768866,8.465817481,7.959726255,8.280458039,8.461959825,8.511274399,8.330962734,8.477988953
