"","ctr_1","ctr_2","ctr_3","ctr_4","ctr_7","ctr_8","ctr_9","ctr_10","ctr_11","ctr_14","ctr_21","mg_1","mg_2","mg_3","mg_4","mg_7","mg_8","mg_9","mg_10","mg_11","mg_14","mg_21"
"O14980",8.3773600683515,8.28961314831669,8.14868972101419,7.68896147151259,7.59755905379122,7.40463932011027,6.93202178181586,6.8615678409875,7.46338383298232,7.33296415522459,7.35613076558697,8.19029643095168,7.95899100772754,7.63787988779189,8.21764350691751,7.25523015353819,7.19443500540032,7.13811103650297,7.41450051499216,7.3281300580846,7.29006679028779,6.74761270216565
"O15067",7.42067975766004,7.45440128493977,7.00014923841216,7.43030355725188,7.46790238339368,7.48434861859336,7.19733483559185,7.50435739602387,7.4027167539876,7.44344463877971,7.29040007617591,7.3834680897075,7.41741050713654,7.30316983937202,7.30746687477477,7.30538447404726,7.44125469364796,7.3032659406297,7.33149199648149,7.39436381670867,7.52009746607441,7.53899396773591
"O15143",7.78482480989061,7.87862112896872,7.83371008394681,7.86366955413845,7.70168845616884,7.70241539305852,7.23309246730478,7.39467051493459,7.43282610321573,7.48561818681469,7.56779402129492,8.1271746812561,7.84698638322003,7.75272146629213,7.53385401239936,7.39179414549074,7.24873060215238,7.63219029477352,7.50606262187757,7.82510151692916,7.78535762293043,7.7129877705574
"O15144",8.29588413595179,8.10641366444071,8.05561049055857,7.5943002051319,8.01438766338952,7.81169009071711,7.83026388656804,8.05985402873308,8.08177945786605,8.08826685896315,8.30696497698456,8.45283645369655,8.00461352683493,7.94617557847576,8.04800726737303,8.06354098380278,7.38766846273214,8.17428515405027,8.09070817585238,8.03349660261385,8.10187426683722,8.48371684304055
"O15145",8.20099304485466,8.07211160803348,8.14142533314411,7.87276193457673,7.65939161663913,8.32383500306014,7.73219847442524,8.01250321896275,7.68927070665923,7.77967789141903,7.6030947125629,8.05605173672599,7.96053426928931,7.92001093211239,7.93416697400027,7.78309676532509,7.71975789057588,7.64498281784631,7.50020949121442,7.63401350246725,7.6884216182006,7.56877824134773
"O15212",7.79998150947783,7.83026839780139,7.85107250672845,7.89417591922868,7.87113488764656,7.820183954673,7.22068202703815,7.57335086746562,7.47571433267546,7.39928479579399,7.49858417892984,7.66621644267155,7.76448979606517,7.65953374374394,7.81532335342684,7.77067804813958,7.06906916156767,7.59462954236269,7.42000659509461,7.60689555078032,7.38944224988578,7.27239793530614
"O15371",7.84698009236464,8.10574303353635,7.51533629344325,7.56112617621799,7.61563534146354,7.59976248080761,7.37050871606497,7.52705913556163,7.39060755367287,7.37265734616884,7.17082634574294,7.70657991787525,7.46571091170641,7.65158203170843,7.6307426910141,7.72050965538964,7.50106085849418,7.46469438355542,7.4255598097296,7.39158080464221,7.24670151305987,7.34661521868238
"O15372",7.87573889804125,7.95029027221636,7.73400638341472,7.41383350479175,7.86920083711113,7.53670727877025,7.3037486246296,7.50896358653231,7.49165734988225,7.28179088706984,7.24988354697886,7.51478225312439,7.4992879743046,7.58625988087191,7.56135171674089,7.7180063412828,7.27296862738627,7.55924786156222,7.40900641367824,7.55043344218648,7.35964467544498,7.37770294970568
"O15460",8.16485246918428,8.1091495477298,8.07592154579801,8.06978934873924,8.22942247387025,7.56043298346401,7.96582216174815,8.69692788773231,8.43518159065207,8.57266674437965,8.49775106919991,8.0947077269292,7.9614065974854,8.06715141348042,8.04761603193359,7.70046470562309,7.7250332137624,8.32464866528452,8.5274439661037,8.43280209727249,8.55920412577399,8.68396593943341
"O15511",8.01943126767114,8.04554266753794,8.01627122309539,7.48874313464479,7.67755306781218,7.637934614338,7.40847962795275,7.76895332485109,7.89203861035863,7.73943169232722,8.06711505620571,7.96157583352077,7.45515093929264,7.72570283709137,7.81293889635558,7.59283807437532,7.3023855035913,7.5360297327241,7.94946138923225,8.14757413868412,7.91783548269879,8.23807163639899
"O43175",8.12984205623579,8.18504378960709,8.07593255680897,7.97273200519157,8.06737496645562,7.94931658339806,7.90507877029459,8.19207683200128,7.98526832353073,7.53313508825349,7.98727267683227,8.23179261135068,8.18309190679023,8.10892409470744,8.09479601411788,8.18335183968127,7.91130329033979,8.34281751972894,8.27505031858882,8.22911264943497,8.20939841878386,7.73500134341382
"O43242",8.33233777720472,8.21883053919601,8.09841013011673,8.03286547800924,7.348746369715,7.17284218769014,7.40002761559227,7.90985392470446,7.67599962687799,8.20305392414509,8.03561604173633,8.27786542290499,8.28013626595926,8.13164586610134,7.89698131480464,7.62711567597409,7.23129327312834,7.00133681082356,7.37673648046546,7.71402633035901,7.67261270137189,8.48773940338467
"O43294",7.59572688777527,7.80245755166735,7.67336660312615,7.73510584759301,7.05285021161604,7.50783553161163,7.29710093342929,7.53325884208702,7.26653230636531,7.02625579084288,7.02215684041797,7.33470691149066,7.46052079931101,7.65168326798613,7.89011932731796,7.46459398271738,7.82258431943222,7.29050447446376,7.46715109642703,7.23625684320448,7.26779452279338,7.36591986962657
"O43390",8.12097684499601,8.26387803082572,8.15825817735232,7.96265161759213,7.52012609189565,7.5255692835263,7.31710162139529,7.42229651122252,7.4414648832958,7.47639127747377,7.48040159134491,8.24927164988917,8.23392939005335,8.25802052220424,7.91794784417042,6.89280699294638,7.3118174378966,7.41793376179146,6.9189116260308,7.57112526704271,7.30310969624301,7.61717168545448
"O43396",8.14377131312766,8.05046177821244,8.05978089559231,8.01953417443778,7.66428057801338,7.41899870264987,7.38391040798879,7.58897711905564,7.80187120639901,7.45593647035705,7.8320501593486,8.074482497845,7.8891414753889,7.90544429142227,7.94824241888997,7.36186426184758,7.10612991998435,7.78663949687525,7.77397472629494,7.83488658068703,7.75488696954011,7.78999123368302
"O43399",8.30207720966347,8.25475437070586,8.36494294184701,8.09846783557341,8.10679840104934,7.89788311683208,7.74632019080167,8.01420273563164,8.02729296612044,7.7846408612401,8.07048585545092,7.875372939607,8.08205778457335,8.25106324751977,8.27822792526418,8.03539041983664,7.84372948048833,8.1766042528951,8.15960251234291,8.30881023919953,8.06026837255792,8.06743848694104
"O43504",7.70034765729666,7.67954695514445,7.81103302966864,7.70063119188162,7.47671190263653,7.43008069267489,7.28279023003296,7.45211637432261,7.56255249293526,7.39102466585349,7.55535460219837,7.58715522795352,7.57767137825901,7.56897627856452,7.88220999428028,7.10652179334021,7.28830111631622,7.54851431303238,7.622345258642,7.83140253508173,7.66195780865355,7.71359260632207
"O43617",7.48359193530759,7.42949748593414,7.52077690322968,7.36793987501374,7.20355974085349,7.09361466974829,7.8099183752265,7.33712910478739,7.16769078756672,7.11752680202055,7.19123475258244,7.16726748692635,7.24174872572676,7.45965558975032,7.56070078432359,7.19581722441221,7.31237965163628,7.12712417703456,7.19638506198341,6.87923653208359,7.0397032711093,7.40691557700307
"O43681",7.38050847557153,7.72174275986774,7.55387920677769,7.46607098946173,7.13844615236405,7.48777157506549,7.8099183752265,7.5825704149009,7.28975336428308,7.2506333445366,7.11911788646156,7.30867567420526,7.69066415429851,7.39550638174233,7.65130634769046,7.72023543431886,7.14338775105383,7.71507902358603,7.32907135879789,7.53052055768128,7.07112968569752,7.25366695309547
"O43707",9.78048351248475,9.79027202404578,9.81891691917301,9.69276096444409,9.39969577214163,9.15818654271403,8.99565399762552,9.31906140707305,9.47744853720354,9.33442269694351,9.52056837999903,9.69225541607682,9.63564998319414,9.757682189236,9.74480009037422,9.34104373628981,8.99869687037222,9.46442583531178,9.51232064832318,9.52153039421408,9.53998691017701,9.55354268005413
"O43776",8.10476186659959,7.9623083889283,7.75955450842497,7.85432195729933,7.80637492760868,7.49832566804494,6.99090827086957,7.65618818293679,7.41995016551286,7.40740183907848,7.21001987032965,8.03111623670593,8.00857407987018,7.91126708892333,7.98858671189832,7.86326524652719,7.29877254444804,6.99482646942648,7.79643033540528,7.74832931061315,7.89293234213365,7.14753891804784
"O43795",7.2591516138424,7.31643696392124,7.15917832989822,6.97738338680062,7.26263746714715,7.07279349250135,7.05181313518296,7.37537738240892,7.23699931104461,7.2837692001315,7.21787578324774,7.63419067337916,7.45662195095759,7.21272433558504,7.3701334821109,7.46219731815853,7.82258431943222,7.12347511219037,7.21738435165122,7.40533107347955,7.03727936378864,7.42978489812515
"O43852",9.18103716169808,9.20441163941999,9.290407671773,9.19334152765878,8.98999902520441,8.426869378923,8.67508226958104,9.240355088626,9.12719025192578,9.13773914957656,9.24188589293062,9.01923926366788,9.10260635198429,9.23733454520383,9.31075078378383,9.11667828558911,8.95112061354568,9.08317051456274,9.29452067834957,9.16875454411786,9.20119777786005,9.59239725737362
"O43865",6.99695746674574,6.91472846884642,7.25387830241627,6.69113807212297,6.89038536269874,6.41220364262131,6.65451343993608,6.80970112600693,7.20400029934833,7.04619687571677,7.04761678091557,7.26953712350716,6.86654843898661,6.76640990803241,6.73821515209395,6.79271665585397,7.82258431943222,6.95125419873658,7.07365421743951,7.13966919320336,7.15166918124206,7.46669935832968
"O60443",7.4663619081773,7.21446984331154,7.36613566646236,7.31947734247672,7.55053409402976,7.13507785303569,6.71976193545013,6.88060022300302,7.3742606619069,7.40800287174291,7.373392510519,7.5245969373254,7.27644785126067,7.36920970904949,7.3993892296153,7.03121181092754,6.80613195187418,7.36401876591707,7.20958198240692,7.2557265261854,7.30685807945202,7.41379999387427
"O60493",7.4127904017318,7.40371812462824,7.39349604804138,7.18340156277803,7.3222542560719,7.36595660406783,7.48038030775747,7.76503375584745,7.28032500949207,7.31869937676702,7.30297057260235,7.4473127118333,7.26243213797187,7.40119504878645,6.92882466217146,7.24978373179918,7.26755816366021,7.31275252404577,7.45227793495414,7.45239512077092,7.41601728704112,7.19044098163882
"O60506",8.87675122431346,8.87950568104599,8.78354106345956,8.7087207295314,8.32249163404459,7.95229824843019,7.81630742486089,8.05668594450826,8.15598553652831,7.96191027318454,8.30463526334774,8.79191679405807,8.82360707453464,8.81185124498675,8.6914285378031,8.30138852215649,7.75430544944614,8.30110277062299,8.43739485725536,8.34028422851275,8.22796385242051,7.96884173145597
"O60568",7.61318639044468,7.63719066693917,7.52957942133654,7.47845526640819,7.45275799084596,7.45803675702865,7.09031845041676,7.82637574586933,7.57288978807682,7.89208616036735,7.92138763285124,7.31251857292734,7.72172430636902,7.53777304596964,7.60788280469477,7.49500975635588,7.20201872245515,7.34410057251376,7.49121340140407,7.49071783654971,7.56746645276434,8.13180120050234
"O60664",8.91726777072904,8.92491789047134,8.98665551325714,8.91234931845215,8.68350155303906,8.69553261644059,7.92027581152878,8.5384900166581,8.78994043423485,8.63653858079384,8.6897695634667,8.86625963738217,8.83980513815657,8.89861662845725,8.92996694106177,8.67365640670015,8.26587065390855,8.79915342070788,8.77741448856192,8.90123625209723,8.796273880457,8.73377029773566
"O60701",8.72311364236906,8.58167812461725,8.70678493938595,8.48570623706235,8.4242985845796,8.24069421017543,7.74012645522217,8.36912233846869,8.27730524560577,7.81572429607179,8.28562089778018,8.7265811800967,8.61913016740486,8.61694733774781,8.55785525429118,8.40974967736054,7.8797609789056,8.17799470420223,8.3068195432103,8.41510483341435,8.28741939914081,8.05114766377445
"O60716",7.82945956935335,7.81760540973741,7.74142879027573,7.59152689988358,7.52202518960659,7.58257480233977,7.26419675218627,7.48862397323915,6.9610979870615,7.13929719156028,7.39554687857565,7.79312860418287,7.77571451543655,7.75233901136498,7.71297776967228,7.33782042225174,7.02980851195817,7.28311575003917,7.4466001766252,7.69674828950056,7.07864307291001,7.43020831341897
"O60763",8.25064767776269,8.14073013732192,7.97475258099212,7.64085484670216,7.97809974222046,7.92349091126572,6.94535931377467,7.87666645078463,7.9436379172821,7.79730373819361,8.10476640346815,7.99672627954515,7.43634663802014,8.10344395011452,8.15848804164948,7.85419758275842,6.96316311390022,7.86218719123032,8.10360890698209,8.04192851711193,8.21063315542604,7.44070130256862
"O60784",7.32692008045975,7.3910028576342,7.29558124765108,7.38972456249872,7.29430816178151,7.45049381579611,6.94769897972422,7.41218102043812,6.88137825939856,7.32966575635273,7.08951593946076,7.21413368390049,7.2723909249505,7.45662534839321,7.49223811222156,7.35265810300824,6.94076049077444,7.31788753676639,7.35170499985156,7.21012042661639,7.1120322349361,7.28680132434967
"O60869",7.7207033186275,7.63668589624337,7.64388135937346,7.74892669526093,7.2577060371919,7.38091230517308,7.07175668725364,7.27461886752063,7.28872901602372,7.32835587570586,7.61609008895269,7.67433366598255,7.49482214891341,7.56439860257278,7.36105148548193,7.13738575901547,7.08363275290513,7.43322710215767,7.35113509835772,7.64295785488083,7.25598883038527,7.67415422632306
"O60925",7.32584963152249,7.41526937300223,7.73234924764219,7.54727068570028,7.62646281515289,7.46822959769957,7.28837427402225,7.41841652037807,7.23630194228834,7.22055099985003,6.92579242303446,7.55628520594289,7.50508622051156,7.64569582261474,7.60370283676149,7.68728168609595,7.10046393214487,7.73572805045695,7.37758848209763,7.31165441478835,7.22967772293367,7.12169725552526
"O75083",9.14765713050011,9.1296506638882,9.16687290079957,8.95291137969149,8.7593617612149,8.74576225502643,8.48178080699673,8.73384585652315,8.62370452270695,8.60454572961637,8.85534077485973,9.04211403118797,9.11777637441607,9.08021167502767,9.15045402551584,8.78107943835133,8.47866513275627,8.68828126520732,8.82958615346861,8.74861273512254,8.80082111804682,8.64366949663807
"O75340",7.54966276952432,7.43627613810186,7.62590929956903,7.31535757716138,7.19762989592549,7.36017722539316,6.98549953338865,6.89035610830802,7.3399284722635,7.44071217465723,7.38327751906436,7.388134281055,7.42913227295832,7.46292335485407,7.49193345179456,7.37802281679197,7.25032080373808,7.09168457838433,7.24800271700443,6.99900268755406,7.15668387935283,7.42215902228122
"O75347",8.18590257278177,8.2138469752065,8.27936513163405,8.45917037541466,8.03099269391703,7.79026473278922,8.04780461211856,7.56614189749032,7.74246964433175,7.68200106968715,7.8150565628769,8.1881417621274,8.16894366605369,8.39329988430045,8.09791425765759,7.88729498537468,7.82409010600134,8.00057261171543,7.6645859930481,7.98486345891494,7.8337447737137,7.76059415625995
"O75348",7.3207454780615,7.24260902902007,7.19117101240435,7.2052577866638,7.24163447488993,7.12242228590899,6.74615443022883,7.14363157330003,7.24369576986507,7.46737191107817,7.3931791111673,7.45088822265354,6.9436444045596,7.21982822013726,7.43506964458845,7.03441146602235,7.82258431943222,7.46383204571706,7.29111129199009,7.40257900324802,7.49356950966124,7.52178895345688
"O75367",7.53786053110097,7.90843247499058,7.70032090689564,7.50576566466444,7.39474939342325,7.32466804431351,7.25046620498056,7.25491537728356,7.21633426123504,7.06582895391005,7.28863975063046,7.81617104165205,7.81367490471901,7.70318820191198,7.58823491408528,7.43979842554111,7.02971761501244,7.28760746782615,7.46374971015308,7.39105702859222,7.33682192779782,7.01132413948237
"O75368",7.79316925634341,7.42540472375122,7.6892718272119,7.62380433778193,7.75571822162677,7.7310142081188,7.35888534799952,7.92524533300411,7.76174354619268,7.70584089932191,7.85827796916306,7.47441549754855,7.64816352620036,7.74684754965035,7.71647338027053,7.73367425544982,7.3993332614985,7.51818652214917,7.61570916736939,7.72835115853545,7.98539244247603,7.80282817173431
"O75369",9.4445222554204,9.38072834887625,9.31970565979794,9.18532846644099,9.21441299127196,9.23690157569528,8.91343830302142,9.26841801657786,9.21704638533063,9.19557523510449,9.30740956471752,9.38593127491948,9.37193639833153,9.29171737392006,9.21687924115746,9.1214077953994,8.87391216887954,9.163268777743,9.31376994432433,9.28286396606651,9.33346950255082,9.29638938730487
"O75390",7.89757442581261,7.60017869264927,7.88843438861856,7.91412063137995,7.80102096045992,7.56200809503747,7.32748458478939,7.80550548247029,7.56493929231254,7.38604445047329,7.20728196920094,7.88595703096851,7.58950091110326,7.56949020691038,7.98672072859668,7.85796925849702,7.33911618697054,7.7185479735138,7.74882509193416,7.50014407423065,7.47049044844444,7.45381967690459
"O75396",7.47278748724787,7.76467087191148,7.23021888569502,7.28739380054401,7.24981486703279,7.53296762684117,7.35567661806483,7.32182544894132,7.06314937184674,7.172703168928,7.0338149133144,7.31133431685434,6.9315833124461,7.14384225788955,7.20588387745629,7.42154357199488,7.27159057922504,7.29143618866095,7.09252139592816,7.32338477332244,7.09135656347283,7.12997213330994
"O75489",7.17308585880303,7.36341375992593,7.24696273003146,7.15273532561666,7.06359970528384,7.24890734442731,6.94769897972422,7.17233664709927,7.19106140742382,7.54158648923331,7.0998627508919,7.17059657822683,7.28180931434885,7.28726174613477,7.38146716469667,7.23415724894743,6.98340164000496,7.12794664323943,7.21281221716419,7.15561982322206,7.14899276031821,7.60955359906719
"O75521",8.15701004598123,8.25839611942622,8.12318674473143,7.71358110161828,7.3113882509025,7.39434073700822,6.83625508724197,7.52061232099354,7.44360649310293,7.43005549869595,7.55431159027216,7.96998895109262,8.03816585256106,7.92788888582463,7.90058607349218,7.53892738048622,7.13489511615357,7.07491841425186,7.58137009038163,7.22032684708268,7.12695773001604,7.34622103144228
"O75531",7.83708867494618,7.97382372488476,8.03442142222865,7.6457862756207,7.62699855207444,7.68451464374372,7.30015591565015,7.5128896657347,7.39508178844484,7.15823637816732,7.14981635813878,7.60159622650396,7.45021178104859,8.02398300938667,8.0105625994628,7.78886680620064,7.43507329232002,7.34406625195779,7.23174252795474,7.55060277704313,7.3948837874769,7.36321433951354
"O75533",8.02782872237738,8.15213248345435,7.98974578148034,7.14065288379151,6.58064989341196,6.99370094033644,6.61913931116785,6.66226181070198,7.14180839016168,7.04808533207421,7.33556138429591,8.04124643716646,8.0657762582473,7.45455203280032,7.49149301302906,6.46406791851838,7.82258431943222,6.65032336390901,7.27450578452674,7.36082342442499,7.17679734254317,6.74365663343718
"O75534",7.90069474764103,7.80793588670212,7.81583829450069,7.78584495354774,6.81430735887333,7.73921875523289,7.8099183752265,7.26482472480019,6.98685644802489,7.44307297781439,7.27908193702892,7.69616337531103,7.78172713691715,7.76179232837432,7.5663103811813,7.30423692449369,7.38242956731307,7.24916707626682,7.27540744960684,7.16353671497433,6.94968922675737,7.55945242607567
"O75718",7.63946529601075,7.59878082624391,7.57272589193055,7.41857083012998,7.2483346829512,7.30580058022651,6.98549953338865,7.19863395477539,6.98762508277021,7.48021060729531,7.7424090186675,7.56607952141299,7.60231703070064,7.41263974911708,7.44605197811573,7.17634396311546,7.02154111900165,7.25139816096664,7.16138371151419,7.31456967041951,7.23078346604043,7.95364732473667
"O75822",7.28414291834323,7.51853230248449,7.32951285138052,7.28226889477215,7.08174289439233,7.24253813176851,7.8099183752265,7.14113623165705,7.07989144221889,7.34075433223978,7.21933181199737,7.31500442787218,7.33023951495254,7.33949943701356,7.27154650165309,7.02607856851844,7.82258431943222,7.28111457491351,7.17777049222191,7.01138515588819,7.07376879016241,7.21521284796654
"O75874",7.72796402652448,7.873175161619,7.79741220281645,7.62672944802013,7.94785894470755,8.05589080185854,7.44215660166403,7.95284412968868,7.8639682631881,7.16479335260591,7.96198577224478,7.80621606386396,7.21688537390745,7.67674386828612,7.82281175265291,8.12407233618299,7.50007467316923,8.1500900543519,8.11853349905595,8.02846826755041,8.05907956241079,8.03338221841242
"O76003",7.82485139161826,7.73835180790433,7.87226467184298,7.38115271571969,7.31818185146802,7.49714116965969,7.35310289446712,7.53869989941209,7.22274881629674,7.1853419118216,7.24195963550838,7.71947832681421,7.73900396036553,7.74631707754063,7.71623984960949,7.67674386828612,7.25991445075837,7.20955571446826,7.13394180616193,7.40967718123945,7.2683055557851,7.14165495980953
