"","ctr_1","ctr_2","ctr_3","ctr_4","ctr_7","ctr_8","ctr_9","ctr_10","ctr_11","ctr_14","mg_1","mg_2","mg_3","mg_4","mg_7","mg_8","mg_9","mg_10","mg_11","mg_14"
"P15586",7.68905591704826,7.8584051186413,7.81939905605356,7.8133120214047,7.61256941850522,7.61746180832415,7.31605555845647,8.01570928124046,7.50576606220849,7.96022930535566,7.59895469599955,7.83897264175474,7.84322889269323,7.84759554588539,7.30788823170028,7.40394942772902,7.86348748228982,7.67705642949162,7.84705907020598,7.73966742113382
"P15880",8.69008854393743,8.58446107429105,8.43699319103909,8.40362134508514,7.62570993961922,7.75212676883387,7.84291674219,8.03007410716447,7.33820503329917,7.15706398229965,8.46368196376882,8.43624134621646,8.59531481007753,8.41691352444186,7.94532257862044,7.57255379069032,7.37480292242717,7.91224436087863,7.16607250025977,7.25111150782833
"P16070",8.24691373653204,8.37761334538267,7.9608025134682,7.68479204758385,7.68454194732731,7.97854723600783,7.37444721414457,7.73360109678166,7.55136042993627,7.47763516336242,7.93768762111289,7.77445424237218,7.66134942151378,7.95552367666826,7.70125075567713,7.36785071294071,7.72914040521864,7.67444192360005,7.70095460628272,7.49569870523078
"P16152",8.16704772408681,8.23567440579006,8.28980892933527,8.20893095970036,7.73457657392543,7.25099811908998,7.14771797723024,7.73147417195437,7.80332638561128,7.59632297480857,8.18328621776315,8.23258310324262,8.12303658803337,8.16170366935888,7.82823645605463,7.10698107351883,7.95239198138337,7.87933247758402,8.02541797973426,7.93235543015668
"P16278",7.32973776862055,7.47017119304799,7.43704811053153,7.29402043281787,7.24800750328393,7.28895458704256,6.82639682709864,7.80012092049674,7.72301596682435,7.83322790059447,7.49696046347671,7.40614935780195,7.40497242878003,7.24147309522313,7.28864801941852,7.24269276914117,7.19181359683847,7.32628663734241,7.40433849146557,8.02477452745614
"P16949",8.22691640105661,8.36622149624165,7.65726966377985,8.68831913286168,7.33715795888619,7.63211897483262,7.34437256762757,7.4753999592751,7.80620787967212,7.45916583185691,8.17279837059166,8.37522533514087,8.55075575381824,8.46722320782191,7.97237102961501,7.38126266964902,7.761350306926,7.40020288034488,7.56632893811488,7.51591279183676
"P16989",8.09683823330545,7.87089957319045,8.1107175054438,7.77325704476766,7.62933078334027,6.7516685283827,6.86398875811553,7.02441259602445,7.75364739240909,7.54958888368146,8.16310442850793,7.86378505025331,7.7253817685209,7.25094724257275,7.24130574619889,7.00678197464439,7.71737675873609,7.71089915877307,7.88942680069161,7.539635302489
"P17096",8.22753076382592,7.76867481973485,8.24720378576533,8.1309535289563,7.72044737409874,7.67903740861251,7.1010098482177,6.84178846107449,7.67418306303067,8.50873195317646,8.08550286695201,7.71078731526683,7.76059765215794,7.59735685382859,7.4244400924765,7.65683622425862,7.75191400761304,7.78877324828529,8.05957815351577,7.55302497128645
"P17174",7.41057412903814,7.9728451950925,8.23653712895628,8.16039696112937,8.11988005381891,7.7677128167328,7.55639185251281,7.93214157088657,7.72937006879103,7.3367271117196,7.91346075367036,7.45761403813031,7.76800770624565,8.22557428370201,8.02666294545273,7.52003754520959,7.88783518815876,7.60340141695674,7.66220265925732,7.56589732641201
"P17655",8.36378471615382,8.40267189930339,8.2557409222867,8.26724625113923,8.06733593648339,8.31908358511402,7.91079839217123,8.18587738081935,7.9136073722985,7.92249901891874,8.2960284072297,8.32853952287354,8.27962930008765,8.26389595419463,8.1853031192218,8.01486214705847,8.22541940642044,8.18352045706119,7.99085717493255,7.87369035325285
"P17812",8.05221544086291,8.08270021091594,8.08475860043817,7.96579508349037,7.64320654924953,7.9137635249054,7.62103568641271,7.77364778186786,7.42320685022425,7.2459833227095,8.03109487263268,8.03098572166745,8.11543490976291,7.8964236693437,7.76907632832493,7.38566500053109,7.45118139644237,7.40101450182262,7.30078924091144,7.3969482314784
"P17844",8.5321425048428,8.34327687744542,8.20655179678561,8.0307216191637,7.42307653055268,7.48641485732142,7.50520220282203,7.5146874541452,7.50676575338618,7.56582060833201,8.47237765174627,8.36802040754554,8.39382776978415,8.27801087843213,7.24022454905886,7.22823125295662,7.44340125664673,7.71960594338478,7.68669857465716,7.61963622927298
"P17858",7.2272272065967,7.57163933828554,7.44683272118448,7.41308500578926,7.37063835495087,7.33498859018087,7.10647199958228,7.42298299104109,7.2238510614875,7.57892960498184,7.31560123971087,7.4472198174599,7.6116511682132,7.45321272122475,7.40483164771965,7.40082915255839,7.41294629469524,7.26112100225287,7.09711555165225,7.18926752262932
"P17980",8.49899788027409,8.45238902211605,8.47324211985132,8.3723657387061,7.80754576515467,7.52043267413769,7.49392817605794,8.00244759499139,8.06006501050983,6.84221509075535,8.32147758405286,8.43732675465295,8.40907999204541,8.39703156489256,7.91618718981048,7.30116742751622,7.50435466778495,8.07412799426851,7.94472513398547,8.02246002968109
"P17987",8.61840612218054,8.73426233527317,8.72006969487052,8.59987571107633,8.47414814947594,8.26558208487016,8.04772169622638,8.44934994783691,8.32068458101869,8.34143634662649,8.5767483087429,8.73536544983448,8.65295765945081,8.58546624965096,8.39423607981023,7.96066051942443,8.03854241312496,8.38464583915312,8.31129261866599,8.2946183780345
"P18085",8.89747829161711,8.91132509108821,8.93957389997198,8.90701325514652,8.59503994372384,8.47556733149592,8.3294686973648,8.78234410082103,8.52663163792351,8.16655177136908,8.91130065589871,8.81241696101607,8.91297990761415,9.0868822011181,8.87359295537707,8.38099240071766,8.67949526361184,8.57576875876027,8.34208221092849,8.47841672259948
"P18124",8.47892833786156,8.04255099954188,8.42069596249787,8.29319154912778,8.01989597730935,8.14956376479236,7.8697545733476,8.33354571707796,7.79650335894948,7.76960205776625,8.26131825270529,8.56842119780482,7.97764887662953,7.99487779905508,8.26789166993521,7.70299304082427,8.06526576510485,8.08687256322362,7.92715456398206,7.64936639105981
"P18206",9.23399241369863,9.10042997862437,9.10586721566408,8.89349425822136,8.92564204526751,8.95579634011052,8.64686772641386,8.90021668857087,8.91497725938389,8.8711137399874,9.04730746909148,9.00497369592049,8.90595603170217,8.98487342740695,8.7907187330808,8.57811053044161,8.89029449240491,8.97615359250315,8.99170332577498,9.00886595704911
"P18564",7.40400341728181,7.87919883046209,7.47672548247543,7.21972595855319,7.30493885807324,7.34334167213141,7.15837998550289,7.12451672712016,6.88792854427058,7.02057517135587,7.19106043202147,7.53024416159392,7.6106748231355,7.45711836098763,7.26089445941452,7.23298207088697,7.17167844461747,7.12254011924519,7.02132911425903,7.1006094228201
"P18621",8.72425708035994,8.65277038339025,8.62817013941923,8.40806609132759,7.54229245235557,7.77379558976677,7.4724101183336,7.58520190713498,7.93886654604389,7.47644862112377,8.87749828915243,8.26918037797012,8.46674580880742,8.24897839454551,7.82886330605822,7.29543929918473,7.93969982437303,8.12163170589148,7.87653245819716,7.78069749048588
"P18669",8.78353941264993,8.84647148138694,8.75682483369758,8.82317746558013,8.04999194604684,8.4065403433128,8.44761046263639,8.70739661411409,8.60913098721771,8.60301470124571,8.34477997411852,8.7322201449517,8.78019611316037,8.84685614933083,8.43254037351615,8.3203175610936,8.27386364309282,8.69670781437314,8.60458333876369,8.64438589542208
"P18859",7.61055726555482,7.82304813842152,7.87411954560174,7.76976781041046,7.30053236754822,7.44681572010456,7.24821999012043,7.1524429801364,7.36010563691005,7.26639043439404,7.58768197489877,7.42114407780523,7.58197341024086,7.61012976244021,7.28661005043079,7.17657292944458,7.33184281117478,7.30401386576641,7.21715144725975,7.30918449851398
"P19105",9.18237334779363,9.09160741689916,9.20490339712865,8.81990084034673,8.9567570203623,8.8308999180959,8.63868395260029,9.0506429540265,8.9042063019066,8.40968407199531,9.02890670598618,8.84756938867805,8.94936796281552,9.06799510165543,8.8754713170697,8.82825488490482,8.90739482024902,8.97138540146532,8.7721978724884,8.99205152070933
"P19338",8.92640426541966,9.04681936877178,9.00007407965141,9.01985702389448,8.70763599405737,8.44834237806697,8.21631482929595,8.76517543773662,8.52143801926015,8.39984927689939,8.86146719728361,8.98887626094163,8.98901335777805,8.93897081181664,8.65877020976488,8.28844099585437,8.46865239311365,8.74397489221848,8.57067784762995,8.19715751954073
"P19367",8.36415385894198,8.30418301268449,8.26513028674508,7.87791789957952,7.37592327594683,7.16778696418169,7.40613481870722,8.13620196225748,7.91516391137459,8.28896070002543,8.20320965008959,8.19385196022325,8.13082694982164,8.22486950755462,7.88269453974701,7.33417695546577,7.90554734496798,7.99208356549321,7.86810188296801,8.09399087135524
"P19623",8.04569829052195,8.02624238984099,8.06687584365724,8.05514120716889,7.58349165572147,7.35469048865644,6.90651889984743,7.36943405034828,7.46194481210641,7.41359747328374,8.03666621576058,7.8320245827692,7.99706668909461,8.08655460600962,7.60395488353124,7.19658444884842,7.37454604970742,7.14167798047513,7.24371613269917,7.27636523964272
"P20073",7.97640025705119,7.56184197348179,7.6136138916752,7.39302979618413,7.60853289986471,7.3949240693075,7.33980206321929,7.34721054427347,7.48762714974592,7.42212341975731,7.57442537171828,7.55677166110637,7.38891318285271,7.70295135215519,7.3774645809412,7.27934879090794,7.3790233243343,7.34834480918323,7.52853801824683,7.54398521445903
"P20290",8.34511860552604,8.46277951380806,8.39509673946796,8.18499482720326,7.99137368495856,8.42276768635024,7.50807915830351,7.97361724030954,7.66812258636285,7.53798861400362,8.00787433190226,7.83588703614977,8.34956056638449,8.52767563040207,8.14486719743834,7.92293388100869,7.91144141678545,7.83292428158615,7.78928942367141,7.75250723467199
"P20340",7.77552322850832,7.90527078020486,7.73837151443731,7.60723206338949,7.48429375731955,7.40687739531328,7.28010168739294,7.21402402916039,7.18727071244645,7.30374181893437,7.89744334070418,7.84759963703941,7.72576908963656,7.70599349810964,7.41315232298184,7.10734227730557,7.36837688568138,7.1338955916533,7.29731169495229,7.2475418455287
"P20618",8.23425069331782,8.34082121115423,8.2252123856003,7.50189834142603,7.62204027967129,7.78368329649157,7.30057104067612,7.75557810559537,7.83220543883672,7.42102039387304,8.15476656807865,8.05221789821381,8.13364926394835,8.14429573463279,7.83406307739734,7.37725857420448,7.37055660077514,7.81870412801537,7.97064183990703,7.87684512571654
"P20700",8.23322026401091,8.17521063127619,8.15058642053321,7.89899165156269,7.45011649278246,7.32334671875993,6.92609492485363,7.36733914126578,7.38992462028947,7.58861100004975,8.19142751585654,8.05468679898277,7.98721222799568,7.89697208241245,7.46355885031597,7.13393650978777,6.98601056609457,7.45101452563888,7.53128501420264,7.30010095560438
"P20810",7.7614692560169,7.94084564398693,7.71672682011497,7.7413795206786,7.62765252936355,7.65079648778881,7.31301542085388,7.64233290501331,7.48628361547304,7.44885890003195,7.56006038306422,7.60524914883289,7.8281617748843,7.83803505251446,7.69743758565184,7.35396908444599,7.4884227760412,7.47340021907909,7.71450715021513,7.41114753737611
"P20908",7.41642923359762,7.32459366885282,7.63486523873794,7.44759185111794,7.69850735045317,7.69258565478452,7.53255103290963,8.25805825976038,7.8625547963661,7.50174234004503,7.48484488584919,7.60642168787261,7.63100856789509,7.86171456096771,7.78389560052869,7.37193466760332,7.69967801725966,8.15856581593134,8.13213665508183,7.8636812381218
"P20962",7.48372174820246,7.52191389558909,7.48020370323246,7.04097120736811,7.87516022797959,7.49411028961737,7.28045154934872,7.18987639129667,7.07843082828682,7.33384915385072,7.45118552504081,7.35926444480754,6.91219681415171,7.54926724331308,7.6702260425625,7.05292350201225,7.82784039317447,6.97656716235897,7.58625507616346,7.07642264351111
"P21281",7.67930961668392,7.56728960471544,7.49993105361581,7.54362616585682,7.45655965365668,7.35172384063565,7.2906115803051,7.29866577484005,7.41738265065081,7.60672894192212,7.68399632764978,7.64093841315765,7.6383427780279,7.30003089281493,7.32864526935563,7.10769488373114,7.49546008758735,7.3897106343126,7.51004492640066,7.71320937035862
"P21291",8.6166658562481,8.40409801852092,8.82871807790642,8.64845197835106,8.66029683971589,8.56503280450905,8.48599801365108,8.47851406180709,8.4798020142307,8.4496464481046,8.56720549570738,8.44254603133075,8.60403607157438,8.66673257686038,8.32906260081342,8.31906532812615,8.79034123269314,8.50602072605541,8.64905479196931,8.49970051461281
"P21333",9.99334427099897,9.89783650640044,9.8508952925376,9.75178451761682,9.73730218629891,9.57199339014259,9.42876985035036,9.69066440846599,9.75529278349481,9.61739534056954,9.95963021866829,9.95200978615011,9.84791475353984,9.77238552772572,9.65303095502416,9.3979470547638,9.74473678069462,9.8924385153008,9.91718608231298,9.9875244074541
"P21399",7.39272293033969,7.46981296593492,7.5170941773932,7.45906772137299,7.27801880012259,7.2636922435756,7.05571010882698,7.40034025970846,7.31147110685943,7.41072152735321,7.50986828156739,7.63229004748175,7.46418065597284,7.74007442984793,7.53816011690182,7.21683194372206,7.21793283252412,7.30859405189188,7.80114917607674,7.97511474406651
"P21589",7.41844115815346,7.89975344581255,7.21209737243938,7.29813968572478,6.91775235857573,7.30844081748315,7.42024470819872,7.51269865705199,7.18962322600747,7.47983622429887,7.22486248325233,7.2909782187531,7.21744244522665,7.35590227404349,7.2474507102629,7.11121842791613,7.27107316494596,7.32687236259395,7.48575126367291,7.17008110139838
"P21980",8.27230522270995,8.25038615366028,8.24425803257724,7.96318379713231,8.52266986110481,8.35497835523825,8.03609472463971,8.35289682045007,8.00387988890772,7.99232928756114,8.08528461975478,7.90555644882583,8.17141302460143,8.10071665464119,8.10377907938635,7.67200451250295,8.11711469996116,8.02324178938125,8.1112696912484,8.25392881613075
"P22061",7.92363400081082,8.07101532508777,7.51015384287428,7.6308764913505,7.8091073723253,7.91974376712524,7.50582664769409,7.90294915800273,7.62451272947065,7.56162837813006,7.69727818535741,7.53382738317023,7.82114138696031,7.7948318159535,7.68571069560707,7.57834709612461,7.67442732581957,7.66601874382645,7.72357977001084,7.63223325578913
"P22087",8.20704641282697,8.02285985572309,8.00686018167754,7.01087029962009,7.58901944821249,7.7097847340464,7.04864655679694,7.53098227022603,7.27735157764751,7.30526698745287,8.12353578535,7.96348620632468,7.09409979321161,7.52915376827052,7.73521420378269,7.33765744676715,7.39983271404736,7.68798913188875,7.56273879620154,7.76123609749767
"P22102",7.65495164692115,7.66987920457619,7.54836862285207,7.43385062375665,7.50232678323111,7.54549793021017,7.12540838650654,7.30244860020181,7.32009710767425,7.46229275451568,6.97928140621632,7.67273638336748,7.4791857049354,7.61273602532246,7.27882991824889,7.17390388030575,7.24219755313975,7.40937547826599,7.4448452811219,7.48481584028541
"P22234",8.01626616458144,8.09455301785614,7.77916242158287,7.98312310455155,7.81594678122947,7.62725600506925,7.49089385491941,7.93420389864501,7.5290281907556,7.65223696065454,7.78630937276469,7.66994305255529,7.9369682558467,7.91836509786657,7.87462495097681,7.3729062046333,7.74903022891728,7.44662430900648,7.59450383344729,7.54879510049825
"P22307",7.84177280868449,7.79321077757512,7.76616695819261,7.79238160043084,7.5181946356936,7.43619449331075,7.63865981815341,7.68989964242384,7.72870779449322,7.45636267508913,7.69852358729778,7.78678687800774,7.75158256972907,7.83656227478517,7.38311673828934,7.34708540554663,7.62094117165418,7.59775370917655,7.36904618807541,7.92060795526153
"P22314",9.05878283242318,9.06502328577173,9.06716945435258,9.04759545805515,8.8310124373602,8.62075173872107,8.14649859577065,8.82700705254346,8.77965821227752,8.64241238455797,9.08442148201269,9.10314561812558,9.06887751020333,9.09125697010016,8.75571790019095,8.18851263557686,8.66946711910708,8.75268258161765,8.76782523409582,8.69886994222261
"P22392",8.76070687196388,8.66505640641772,8.64674278720217,8.58245838398329,8.60652029458264,8.80360506082633,8.68393268350539,8.77557553647066,8.64535294316677,8.09277757218613,8.51456006680674,8.61861715089132,8.50029029609986,8.7246771278469,8.83367676356444,8.58693948287183,8.6807014560373,8.7071043922007,8.88640219909942,8.69260450279119
"P22626",9.28365758286792,9.19952386595181,9.21458183745679,9.04145901454692,8.77590511901982,8.58209030203409,8.61088812370116,8.65900750199596,8.46684303738402,8.2437477549751,9.05812859454006,9.21562727791675,9.22723455809648,9.05813694983103,8.74635891042672,8.57032723498341,8.59959609431501,8.75391690950721,8.66214302576366,8.52153900472416
"P22695",7.62410504659439,7.46878145205567,7.36915209589435,7.28358270684972,7.18950699852558,7.25937318441761,6.66520709991088,6.98789090796281,7.16125790932656,7.82318686568499,7.9296406730937,7.47932423922084,7.15016454908325,7.3000632718378,7.16374853558273,7.81644917790121,6.97004195739562,7.21159445776125,7.12087843748435,7.24021350311486
"P23246",8.6894227100707,8.70862637101239,8.64487249294105,8.45092082989436,8.26681465099829,7.84030424159327,7.78411671068299,8.32772522090009,8.05443151204488,7.70642771541908,8.63778479092612,8.66742307229533,8.59908211693771,8.57792828978432,8.31898345156503,8.06096410214789,7.98617289157689,8.25442399280041,8.16497333546486,7.77379207116904
"P23284",8.99718895794697,9.20356770995185,8.99703471030165,8.6960445126464,8.75430807207653,8.53775066039703,8.79063966069456,8.93941557239583,8.87970472939961,8.8270079421909,8.86099298575794,8.79003669384648,8.87628165100191,8.98934694932554,8.63774357959248,8.63858187653102,8.75259121517609,9.04646629599486,9.09300466404984,9.08380120177312
"P23368",7.25527220954228,7.39111873460391,7.15606725671873,7.11561374317164,7.07359431582758,7.05186534074184,7.12241464827224,7.23984245375013,7.1136241837254,7.23756239952298,7.15203656367247,7.21602706095481,7.17617674441246,7.09969875778778,7.1351008293298,6.53375976540311,7.22750911793075,7.16847258169239,7.18528242284576,7.08536790291406
"P23381",8.31035528150431,8.16880002090188,8.13931613276458,8.12661796168219,7.98225853783426,8.48200008382578,7.86793751314907,8.30211497402753,8.0798174361781,7.92582752271543,8.24556081803019,8.05157044634494,8.10745561457495,8.03083292647348,8.17450072277837,7.96388979736616,7.86460320379191,8.241250513524,8.39633000835899,8.20313237006128
"P23396",8.98152735895933,8.97842259777144,8.92793282034664,8.58682291771967,8.69125195441227,8.4454673026295,8.27241062272073,8.76682532259921,8.38777501327447,8.10966819692601,8.91796267045543,8.90160325211307,8.87130496662662,8.74332491084686,8.6488700090677,8.37839796534282,8.6930271366468,8.5251559087986,8.50938079000106,8.43667385031045
"P23526",8.27377683524651,8.17299192443633,8.21220839028177,8.0251496533728,7.98328089956448,7.65495071251293,7.5276150187397,7.9545841900067,8.03859026325841,7.69447199286866,8.1819826432538,7.96235073229319,7.99900910073869,8.15839625012011,8.03667718470104,7.52927730052516,8.0211016299712,7.97475202447216,8.05339000316902,8.04960422898682
"P23528",9.51275769708226,9.52815309586146,9.58820521551234,9.54779082915057,9.53877612282116,9.12509147969204,9.33163166078501,9.3472408520095,9.29163911490308,9.12757064874882,9.43100625778461,9.58034622538024,9.58948220516596,9.63454860785737,9.39899842202741,9.16646085130835,9.60772642599202,9.36237590354851,9.32894819952575,9.31942368078008
"P23588",7.83599858117941,7.81655422482114,7.66767040320552,7.7530478817022,7.27161268827768,7.90856461835956,7.62610471059799,7.41628223747236,7.33490760315507,7.42135893292998,7.67245452173613,7.62174648694597,7.62398813481908,7.58866220407106,7.70387516566453,7.54070257516473,7.74439204546476,7.46004908554083,7.46182790282181,7.35410635735389
"P24534",8.71336231332463,8.8396064927147,8.80619813348693,8.68380091406792,8.14545724284865,8.06468619268471,8.0025674627257,8.18152770254192,8.26065899533618,7.71163522513292,8.52808276540812,8.62184511513271,8.80800629224825,8.73694033192269,8.20528067425487,7.83434915244914,8.07711804547849,8.14348938447791,8.22188346737844,8.08084607773557
"P24752",7.56699096172724,7.58239189117159,7.47518446057551,7.34899777835184,7.47064964352009,7.3488207385261,7.392086515061,7.54449319534687,7.57417483633529,7.4428172851127,7.28712740977508,7.40803285867214,7.24498382819766,7.21108117038914,7.33392219274449,7.14208299739744,7.40972416574906,7.58348454229809,7.53909169129483,7.47697836787684
"P24844",7.80516006990445,7.95047548923909,7.96754079977583,8.07407599113692,8.23480603058963,8.13538778458384,8.1484342988475,8.25584619933523,8.09159068353736,8.06705296387329,7.84671857904533,8.01947682190654,7.99974902149947,8.03392456865187,8.3096637608245,8.12799605146616,8.42951642618564,8.47741552535903,8.56600686132809,8.21760240080146
"P25398",8.10202695908191,8.07028487387698,7.97183214378299,7.94222371137795,7.42005653233697,7.5798249250771,7.50135492126299,7.77017145908492,7.79122761927032,7.57467573513938,7.69343035168294,7.97490147703802,7.88118902741796,7.98088457061806,7.51520446825415,7.46554539598925,7.77027000723391,7.68375939429014,7.63019553664211,7.63855701969173
"P25705",8.85863349370516,8.97769984596657,8.85731768474785,8.73847562153845,8.7312048077673,8.48650710115841,8.3464852611024,8.89247464966045,8.67223726542391,8.89979238175061,8.77788592213899,8.92489807734965,8.82590368917816,8.90205062153243,8.77370898218624,8.10814283176295,8.65103666267925,8.89932268226959,8.78156305327399,8.74880088318084
"P25786",8.10711207549548,8.02839607709154,8.09351397203217,7.82696312480344,8.03874348818679,7.58970386249953,7.62261042548089,7.87412114659729,8.33857121419772,7.92130671143295,7.86607953427976,7.6335698491876,7.84838056803965,7.8012401124597,7.88117763973396,7.19973711280509,8.15146549747442,7.99568136475408,8.20802534184798,8.02988742963804
"P25787",7.94230491451961,8.05271006463371,7.96698906583072,7.86291296085607,8.01305946224864,7.81550565583833,7.35949249817622,8.02314128126392,7.31815060533745,8.06427751785926,7.68354322848514,8.01153142121716,8.01505735132614,7.99578636731814,7.65134634157819,7.44324732040129,7.72066675953355,7.83926896928706,7.63186464671686,7.79347014688956
"P25788",7.93731919186867,7.93780768446446,7.98322248406344,7.64438452895723,7.68244302091996,7.67553567215535,7.20088974754878,7.39702519551855,7.31315978143154,7.41271073741659,7.72052395701673,7.60057410477641,7.5217697624208,7.9124218996958,7.79396230457133,7.13495243846014,7.73235620207096,7.19991172633495,7.24635280304635,7.35266067749684
"P25789",7.93975122334253,7.87461828625356,7.94103301471607,7.70780064829424,7.6241500836686,7.14139697306997,7.21263984445731,7.7173573917853,7.62603867630091,7.78022199204165,7.92355398440567,7.98336228861843,7.99302112895053,7.92218930765917,7.71155023091006,7.36509817768456,7.5186937457769,7.6598098049599,7.45965054234912,7.6629065666459
"P26022",7.92564791886492,7.88259246591698,7.86236899525741,7.85974363495772,7.360381974596,7.40020045486363,7.35896270495009,7.4901474615696,7.43519904950704,7.55705108883153,7.90011365378129,7.74637305122298,7.87921942925377,7.83084943121974,7.13748328266766,7.32792470049702,7.44075965529483,7.51423752830662,7.46410079191878,7.43272769570555
"P26038",9.26430475125136,9.29682157500357,9.14975496213858,8.92919501479435,8.89145164800303,8.74547718348222,8.61549590372495,8.99676151272063,8.84477630747613,8.68883344564496,9.1141580138849,9.15365723340403,9.1120408469703,9.04768345688385,8.98743860127631,8.68369766671863,8.7412956303111,8.99748185189494,8.86614997124985,8.78383720327871
"P26196",7.95359928385227,8.01978951152835,7.98288116966643,7.5578406254115,6.83369605067603,6.88759342521176,7.12529307034669,7.51535432375214,7.23736507660234,7.18718571394876,7.99539849265904,8.01827352380473,7.8649527855452,7.51950860113975,7.0054081298286,7.81644917790121,7.14078752091281,7.42591118507362,7.41283317926911,7.30132511708302
"P26368",8.01825033896128,7.98718211337264,8.22560774347746,7.90506572844169,7.66632100612611,7.53816994784102,7.39183026348236,7.49168135590377,7.61687078362944,7.52665672847399,7.90704271506228,7.98122486422446,8.15352668770643,8.23363034629043,7.3694184668508,7.5061900695097,7.57887168188097,7.63792944568842,7.60608172218879,7.68437658450324
"P26373",8.78059326868291,8.69062781393334,8.52394748475268,8.25502593866812,7.99757316022219,8.05170428555962,7.96205525092824,7.84583383044174,7.85829904884048,7.48929634940205,8.56592312708833,8.40683427343391,8.34191731383377,8.02626515134699,7.95007793779193,7.69378205678317,7.94552112490082,8.14591159345699,7.85993229894495,7.87805067242612
"P26447",7.38942640413544,7.39370464119536,7.26999250892336,7.25283491654801,7.1624969002011,7.07298846786835,7.04712561260708,7.04640196634597,7.04075887910042,7.22807343246466,7.31030317776457,7.31886450545095,7.30033440562208,7.11216545182483,7.26116033422685,7.04139637594666,7.27993950727245,7.14755891910577,6.99973326545794,7.21321560183586
"P26599",8.68737458688723,8.69648177191707,8.62979425636016,8.57229453343286,8.19265931102365,8.21426225935795,8.04639177224721,8.22233508372826,8.09231175765822,7.18123746752298,8.62167362836677,8.69138515574569,8.72922724001755,8.55779160478945,8.16699125598155,7.75969058714101,8.05982241476992,8.2470567837814,8.24092557784524,8.1186868062239
"P26639",7.86619568645847,7.6288250192903,8.14859306962749,8.25592278208049,7.75104595625094,7.0262781657507,7.30847189896558,7.79393216027618,7.2519610046003,7.17596532703987,8.32079256801274,7.99790826433821,8.19413594353234,8.13467670347866,7.77036312434709,7.27201383019365,7.62973803107512,7.26648697828412,7.39710361949934,7.6726319955025
"P26640",8.10614141452675,8.07417256855296,7.86787186064134,7.45894775586374,7.42854226382187,7.4980446137328,7.42574534320792,7.42067876788138,7.59472105569038,7.06674293228065,8.00622622550448,7.68085785252665,7.8442657000214,7.72434823165784,7.37887657015866,7.25503819492801,7.17075097697204,7.27971051048557,7.56156265795537,7.55361298480219
"P26641",9.00772815405126,8.95345140521168,8.94969011655338,8.85478728011304,8.582336089409,8.49455302934865,8.12819893546981,8.37458213139864,8.43824690121007,8.41861215396258,8.8472324687231,8.93154633814932,8.90614814397627,8.71128930868354,8.43662748754417,8.25874631318707,8.45462582020367,8.49816122952889,8.54197579815549,8.5239432019133
"P26885",7.64707637049337,7.6683960128756,7.61349665657078,7.62870586305301,7.45237163731222,7.47567598007922,7.29112479172775,7.63772137980979,7.51130343342066,7.62557033252896,7.67268209956676,7.61406625953342,7.55081634611115,7.48019931686922,7.46622277256625,7.14612511877969,7.57927561635777,7.54724358837646,7.54577684602344,7.75676852732518
"P27348",8.43579956732203,8.24575774187188,8.34987482940824,8.37414557341531,7.97651201878116,7.7292665128259,7.6101130248191,7.6490806754837,8.06757874912083,7.32290376073717,8.45505394433693,8.46844721363875,8.43911117519285,8.33970746397664,7.91250748492306,7.68795853385379,7.83806627719314,8.12048753784576,8.40480783025487,7.54579608147122
"P27635",8.38396984559721,8.42351906987629,8.14251583316948,7.73450550463915,7.64770296369423,7.68251062413273,7.2642601741858,7.66658070680683,7.81443303570306,7.53950654560787,8.15433249135349,7.76998197499664,8.138482003211,8.1709718076269,7.74878353977496,7.42017848228367,7.80357513023163,8.01610372606885,8.19134101028531,7.80899810472914
"P27797",9.10430563333762,9.21058388518992,9.14102762506845,9.13040479766203,8.84360692602011,8.88352700136135,8.72586465862569,9.27163208573634,9.02406307272287,9.17339223638748,9.04959050142193,9.10676102825015,9.11340929194694,9.21552295321885,9.06953934821354,8.90814831663443,8.88178539296028,9.12887629155489,9.03365437590484,9.01593871179001
"P27816",8.68434453630196,8.66175593802892,8.75120280838665,8.60817622400918,8.50949700660611,8.39586095969301,7.98240015917066,8.14166532919772,8.39921595781381,7.38685547729206,8.58057477857064,8.47438861177256,8.4890919900548,8.57494870967781,8.44919751693678,8.15191831780878,8.66791696020194,8.46083710570385,8.63164912283006,8.31637633471289
"P27824",7.57361425481142,8.38424792507845,7.42703973620046,7.30784484940285,7.32429872521494,6.99734415028137,6.98791264640652,7.2799065043716,7.24610187605204,7.44650982815335,7.32682954863043,7.45863422105587,7.59831316514544,7.36064135226635,7.24273581760168,7.2859721502184,7.29847395695648,7.30519641104211,7.30656464741821,7.44908337832437
"P28066",8.52162532836753,8.50116928993385,8.60956859402425,8.46540340984729,8.21461505200427,8.0499791313985,7.88579342095259,8.2879154043102,8.27692716852337,8.34466827009055,8.38912127337625,8.33566486615292,8.43275636634923,8.54107700375666,8.27583194192046,7.95445567582902,8.12494120982418,8.1701112587148,8.17130977702947,8.39319640656426
"P28070",7.80097353978284,7.97230307179578,7.77921348514137,7.50085612067194,7.48090724990448,7.53398811600298,7.31540588230337,7.76276646149553,7.76516132206692,7.84451604109014,7.67903740861251,7.39165161608947,7.65275258447707,7.62222535280109,7.31598893153528,7.22971116813643,7.58965177126021,7.71493407577384,7.72729110994587,7.87909995336863
